,cellid,callout0,callout10,callout20,callout30,callout40,callout50,callout60,callout70,callout80,callout90,callout100,callout110,callout120,callout130,callout140,callout150,callout160,callout170,callout180,callout190,callout200,callout210,callout220,callout230,callout240,callout250,callout260,callout270,callout280,callout290,callout300,callout310,callout320,callout330,callout340,callout350,callout360,callout370,callout380,callout390,callout400,callout410,callout420,callout430,callout440,callout450,callout460,callout470,callout480,callout490,callout500,callout510,callout520,callout530,callout540,callout550,callout560,callout570,callout580,callout590,callout600,callout610,callout620,callout630,callout640,callout650,callout660,callout670,callout680,callout690,callout700,callout710,callout720,callout730,callout740,callout750,callout760,callout770,callout780,callout790,callout800,callout810,callout820,callout830,callout840,callout850,callout860,callout870,callout880,callout890,callout900,callout910,callout920,callout930,callout940,callout950,callout960,callout970,callout980,callout990,callout1000,callout1010,callout1020,callout1030,callout1040,callout1050,callout1060,callout1070,callout1080,callout1090,callout1100,callout1110,callout1120,callout1130,callout1140,callout1150,callout1160,callout1170,callout1180,callout1190,callout1200,callout1210,callout1220,callout1230,callout1240,callout1250,callout1260,callout1270,callout1280,callout1290,callout1300,callout1310,callout1320,callout1330,callout1340,callout1350,callout1360,callout1370,callout1380,callout1390,callout1400,callout1410,callout1420,callout1430
0,4273,0.003557978281036137,0.003406150146353563,0.002956053344794528,0.0037663525437551574,0.0012643559069722826,0.0,0.0036351584535856993,0.0,0.0,0.0005852507981811115,0.0012643559069722826,0.0,0.0005852507981811115,0.001432858179715354,0.001432858179715354,0.0,0.0,0.0010559816442532626,0.0010559816442532626,0.001358962237940241,0.0010559816442532626,0.0020373153263735138,0.0034701735060888674,0.004428833880713612,0.008223909267627066,0.012857650452041238,0.011402118964830375,0.014186203077863375,0.021566022289202444,0.01863442978589367,0.014485151171013632,0.02348876729723922,0.023710923649648,0.02561797963445396,0.01877495389190474,0.027505999036561445,0.028734701932934145,0.02402556076602906,0.0242495046524281,0.0231534292608323,0.028896927194076473,0.02823534900873413,0.02510693490903291,0.029699904043192095,0.03236834488791877,0.03273383918209141,0.03465186345340924,0.02412106640981232,0.029885001916821537,0.023383250065362605,0.043403896894574294,0.04211924146184967,0.029762383765954862,0.028534888401037004,0.0484484874199833,0.033470446615338635,0.054399039558874464,0.041393564997581136,0.05375088684328009,0.03186853061327039,0.03367629506621357,0.040216209611032235,0.041610113836312475,0.04217253079562733,0.04286390850215517,0.03278148831812044,0.033320503029081135,0.0368033821141291,0.03945466043657025,0.0344135252629479,0.03037877512021319,0.028827878354425445,0.025648019203819483,0.013207382056879048,0.03211826966961348,0.025226364686221716,0.026287354545728853,0.02697047123591761,0.026280211953570862,0.029341975436661144,0.025462623277893316,0.01963039540313389,0.03088481223400859,0.030332845074538074,0.023342040499109262,0.01853853327234308,0.013095317949764356,0.02772280473477596,0.017792012631376645,0.022777005329083885,0.03132366553412433,0.013195414227095236,0.01756368571839404,0.02386709288834988,0.02480099538558175,0.018883906359153237,0.047715014268308695,0.0324302202224027,0.028404219516578465,0.02630496474110845,0.03653788560014155,0.02474603538225475,0.023173082494451654,0.05028065660496587,0.035989991637196406,0.024390770573998664,0.028239513883119426,0.03351917810144977,0.03287921985548888,0.037891359470562665,0.03411670563988767,0.05351725604899501,0.02474513706913383,0.014384023804766418,0.033181510502315055,0.02353265396386902,0.020830904161238364,0.02307240074940649,0.011241354217221895,0.030974447935406425,0.02222408037663692,0.029718037449627203,0.011392500957654938,0.017296667944622292,0.013229438178894399,0.009022109395262117,0.015985562146973643,0.006851729701476696,0.02501100052070416,0.005140825915177403,0.009018149488809496,0.009701966524411182,0.010827619512529365,0.0016205983979212584,0.008151304161812423,0.011335690138160912,0.010907886458057424,0.0090932084351631,0.0008102991989606292,0.0033487512329287736,0.0036311985471330806,0.006890908161292757,0.004916940518976378,0.0011705015963622235
1,4274,0.002224613634800683,0.0003627861561594816,0.001502872689213652,0.0003912867784357755,0.0030449041192970407,4.859214472611924e-05,0.0013471130877320638,0.0,0.0,4.859214472611924e-05,0.0010731021211983522,0.0,0.0,0.004934124412832645,0.004885532268106524,4.859214472611924e-05,4.859214472611924e-05,0.0039895142660648425,0.0029550211222893787,0.0038124301469081717,0.0029550211222893787,0.0042052073626444,0.008104838631701581,0.01123014829294076,0.015616553480090044,0.026208173432087936,0.024329442018093266,0.022083005642593086,0.04343277469018043,0.03973670079629031,0.030655944332842622,0.03764777939086065,0.04613524910705629,0.054607029545950495,0.03630385389022495,0.051750516016885524,0.0587464339515419,0.04507530608145491,0.05083556671322448,0.04544998124590886,0.0494469365478634,0.04847304596338044,0.04403562419872156,0.053062555345910416,0.07194029955388041,0.07192823660686272,0.06804562579611029,0.03695775417155376,0.04555053704393605,0.0496775691167551,0.04562651930926049,0.059361952209886756,0.04744017813150365,0.06733841715455972,0.06411720727756845,0.06154114874173362,0.0771250634204829,0.07796334464871589,0.05806414652622962,0.05764019774972176,0.06919098051347013,0.056030274410958245,0.05678646819792673,0.04598557119719071,0.06339903383946108,0.05526254205886952,0.04744063064683946,0.07632884574792147,0.057313857287918754,0.031433522647404614,0.051348312113319014,0.04986966744292024,0.027270531852036567,0.014243805566418936,0.04283823613334315,0.03290284282868224,0.032436616710379465,0.033890840268572024,0.020876575083765062,0.019539413200406672,0.02461285166223117,0.01670546890522814,0.019226010947469105,0.020804917220358814,0.0305972230320885,0.018201207435525505,0.021779381377554315,0.020185282285936954,0.01745924271325681,0.01585035912554944,0.013700086443113392,0.014608630609076412,0.017860770101071014,0.032318034255831206,0.017879496374063757,0.012866962568827129,0.028936208875236874,0.015274949526303058,0.021405952898722803,0.02032320868247272,0.02177882973065408,0.011431500081172509,0.01778940455903642,0.01578526416070281,0.03134409496554146,0.013179457324940367,0.020737483597551964,0.01941861592236955,0.0271008615659503,0.03214513364568874,0.0424556721369022,0.0281659832933923,0.024907337169151122,0.010686175843361964,0.021877801351624808,0.017591121110048027,0.026206905080379532,0.008241076969772308,0.005711402125534799,0.012603869852355051,0.015716774407049626,0.006537810564219509,0.007721847980352829,0.008193034588493036,0.01251703099135682,0.003298997502104148,0.0015969210588162848,0.006108965892385236,0.008799499579357975,0.00936581537170621,0.002883333789495661,0.006586897224328236,0.0026356996143146343,0.0014148212017579503,0.006606988746778062,0.0028329101352175816,0.00347611650055727,0.0009393087115031985,0.0004574208249848998,0.008915626764591334,0.0014173708223847704,0.005366444601474764,0.007960253635081422,0.001131677433227702
2,4275,0.0028038272983651152,0.0010053202163049979,0.0033905961152682746,0.0012662922490456509,0.0025231698474804903,0.0003818160704465756,0.0009872582973675678,0.0,0.0,0.0003818160704465756,0.0006054422269209924,0.0,0.0,0.005348612489655298,0.004825960536899651,0.0004522340116011121,0.0005226519527556481,0.003865473227413358,0.0026656292289961065,0.004220518309978658,0.0025247933466870337,0.0028456084321972627,0.006712705158817164,0.008953108016908812,0.011091636629573184,0.017883101735805276,0.01743313069887921,0.013945206562346631,0.030397828014585924,0.02991374164770198,0.023007136697084297,0.023960244391333162,0.029597559049093832,0.03785177461517578,0.02423111235334196,0.03495612153004351,0.04286275102273396,0.03293731639840423,0.03783540249908835,0.03186175309314285,0.03644845450169844,0.037230599747635866,0.03493825432263193,0.042612183529206336,0.06098881244428614,0.05727489793749804,0.05423279864266039,0.03344774127089263,0.039631224145493534,0.047258432506405955,0.038600261705648314,0.05503618820248215,0.046922200691500764,0.06524704906783124,0.05629042723999364,0.06483344185277325,0.06988943190480768,0.07442370710402502,0.05229839090361191,0.05735970828313878,0.06394235280748245,0.05808508441397659,0.054985514857575975,0.05063847142583602,0.05985138346273045,0.058146535046067996,0.04579225934774385,0.07588362461575485,0.057916129269153675,0.03775259992278769,0.054350204544067734,0.05285828676411443,0.0319529541989601,0.015299728098758014,0.04730630851274609,0.039814660565659014,0.043856810355704365,0.038464071056851915,0.027123741573092258,0.024728675865487767,0.028944113495296037,0.028416633649547607,0.02509954316122269,0.03154746926013529,0.04156358701309507,0.027535279125252013,0.029465605809759713,0.02537205493729952,0.02557007027460242,0.025651265569146653,0.022691027475473746,0.026495712536221724,0.025576549769977513,0.041521657754230036,0.026718258111794346,0.01970628483646138,0.036061374373583206,0.022382243155438637,0.02860079629339473,0.030804870950765475,0.02950289933829382,0.01899398096105106,0.025215017165754552,0.02584270916439288,0.03952927318413089,0.021747798428518657,0.030633737018249372,0.03160684983865762,0.04075811555717846,0.040280143665616865,0.053117702652900944,0.03509759636620128,0.034866158502353035,0.022394924456711266,0.029730957245858634,0.028608502028933364,0.03455442955405974,0.017825299588761546,0.013984854034254375,0.017727618351348146,0.019143783981146686,0.009000144552818296,0.011943107001767943,0.01200055944479275,0.01480712049126981,0.008499094500871582,0.011259492173739017,0.012220870876477176,0.012001935740804002,0.015026566299890782,0.00580842992800282,0.011134321457534088,0.007881355184557768,0.004728261395938101,0.00997821508790885,0.0044933350816123265,0.004145215066365783,0.0032364568561154237,0.003768442495188714,0.009820981428799282,0.0025372620758917818,0.006063858298857481,0.008912346864229377,0.002104312021619476
3,4276,0.001486246408794752,0.002364014132938483,0.005498565279464346,0.0016604459900074705,0.002177673299449406,0.00023921946176911433,0.00023921946176911433,0.0,0.0,0.00023921946176911433,0.0,0.0,0.0,0.0024940538940512757,0.00036925922288190736,0.0011820070664692415,0.002124794671169368,0.0003042393423255108,0.0019505950899566503,0.00036925922288190736,6.501988055639605e-05,0.0009427876047001266,0.001312046827582034,0.0030234224557695705,0.003197622036982288,0.00026007952222558507,0.006156024612195462,0.003197622036982288,0.005821715692146356,0.009005247486752315,0.0034577015592078737,0.010565723293370582,0.00409624982158249,0.003348521858551553,0.01563677928747677,0.010180484735141417,0.012736136065652845,0.010368774558730464,0.006255994795584661,0.008585058625690341,0.012913758090961801,0.015446600370916786,0.010646115322251655,0.016999815650367907,0.01591924431233,0.014547481877229576,0.021339850323617432,0.024418415702260724,0.022886190238440938,0.02541397544893967,0.02303335749276919,0.04140957449354019,0.03473455786582159,0.031118873628959584,0.03884768373544257,0.05022031391531068,0.05219015665158086,0.04668539135685862,0.052957286394055336,0.043694654878610566,0.046256352961970344,0.04076656638781514,0.04532705837354073,0.03697054935937679,0.035118991350223776,0.04762915344124992,0.030398459238782653,0.04925856263787179,0.04996940291334526,0.05023709832448492,0.05044335518445684,0.042179419243877254,0.02450139541163849,0.012729189872508078,0.035285198785158435,0.023115469208756984,0.045297338818341186,0.028151987842117414,0.04118016113021904,0.03376340516680369,0.023282348040127163,0.027892678706406045,0.034660013132786785,0.044422466815158684,0.04108869567019861,0.04070928983455876,0.0511633067253967,0.041472927274891144,0.04100702270584052,0.03372502972298703,0.041574845477909,0.039495885634999145,0.02828750728086151,0.03929750942132753,0.03432824978401848,0.030198586678087436,0.05464382427364384,0.042312636616845783,0.02051467628370768,0.04342454883271389,0.036553568912152036,0.04245530107529278,0.041096478027812876,0.049122149826593665,0.05649164978624453,0.0397234224359974,0.04713564609756766,0.06271903228392965,0.041398781982824054,0.04958627082015861,0.05216413854226222,0.05323688321766971,0.0626174026216281,0.039413448303504676,0.0313902486777563,0.043790303177607105,0.03788270060596504,0.027506327648092743,0.02709880122482927,0.0373588278653327,0.027873360931052655,0.01749202948107118,0.018289536227526368,0.020152118747276387,0.023552237328159628,0.019907779296488026,0.026630579097641157,0.026244588698411234,0.020160353784852314,0.03601401901964546,0.01828612169238426,0.017138396874124877,0.0169071658912749,0.011690514674183809,0.008434956939465232,0.014513022283483784,0.007435070127044665,0.0068836906501140846,0.008101798874171943,0.008479600530169345,0.004488808804107851,0.008323505649468483,0.012466531690948844,0.005073004984206155
4,4277,0.0012683642995560958,0.002536728599112192,0.0051947790007977005,0.0012683642995560958,0.0026580504016855094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002536728599112192,0.0,0.0012683642995560958,0.0025367285991121915,0.0,0.002536728599112192,0.0,0.0,0.0012683642995560958,0.0012683642995560958,0.0038050928986682877,0.0038050928986682877,0.0,0.0076101857973365755,0.0038050928986682877,0.00634182149778048,0.011415278696004866,0.0038050928986682873,0.013952007295117058,0.005073457198224385,0.0038050928986682877,0.020415150595470853,0.011415278696004866,0.014194650900263695,0.01014691439644877,0.00634182149778048,0.010146914396448771,0.013952007295117055,0.01787842199635866,0.010268236199022082,0.01799974379893198,0.01650459044791233,0.015463015199819791,0.024357419850395533,0.026999615698397973,0.02192615850017358,0.024584208901859094,0.024236098047822216,0.04501521405101301,0.03714653009484673,0.032194394699195675,0.04616225654799579,0.05146250279768373,0.05703710175988448,0.04904709600114485,0.06059955105340614,0.04894162875225462,0.05377244234533237,0.04374684975145692,0.049967349446664096,0.03575684399271732,0.041194266598661655,0.05158382460025706,0.037178239202212894,0.05365112054275907,0.06040447110930873,0.052488223492093214,0.05782017884914731,0.051267422853586354,0.021804836697600267,0.01280496479813428,0.0431719498459565,0.02157804764613671,0.05100892469475662,0.030593774099285775,0.051024779248439706,0.03612080940043727,0.021804836697600267,0.022951879194583042,0.039699113247642005,0.04475671589218331,0.042235841846754205,0.04744647540123497,0.06420956400797702,0.051251568299903266,0.04717212268872219,0.03601534215154704,0.04999905855403026,0.041088799349771415,0.03210478200398851,0.04492560135580586,0.04202490734897372,0.03462565604941762,0.06789333510407199,0.051372890102476594,0.01787842199635866,0.050241702159176886,0.03994175685278863,0.04906295055482794,0.04536332490504989,0.05531515935740127,0.062337348009572406,0.04873069425447415,0.05481401759342493,0.06996338836059207,0.03879471435580586,0.054120553199369266,0.05620370369555432,0.05726389081134802,0.07942993560265017,0.048398437954120355,0.030699241348176018,0.04857766334453467,0.041210121152344736,0.02560992959626856,0.028405156354210464,0.04348835159262721,0.03347861355243484,0.02055232695172725,0.021699369448710027,0.02192615850017358,0.028267979997954065,0.021683514895026946,0.025504462347378312,0.02826797999795406,0.02192615850017358,0.04143691020380829,0.021804836697600263,0.01916264084959783,0.016731379499375885,0.01280496479813428,0.0076101857973365755,0.01787842199635866,0.008999871899465987,0.00634182149778048,0.0077315075999098955,0.007731507599909893,0.005073457198224385,0.009242515504612624,0.016747234053058963,0.005316100803371019
5,4278,0.0012524792711140805,0.0024845952876827618,0.005014821743728313,0.001293205780204881,0.0025505897105909513,0.0,0.0,4.2309885029079006e-05,0.0,0.0,0.0,0.0,0.0,0.0024845952876827618,0.0,0.0012321160165686808,0.0024642320331373616,0.0,0.002464232033137362,0.0,2.036325454539988e-05,0.0012321160165686808,0.001252479271114081,0.003696348049706043,0.003696348049706043,0.0,0.007392696099412086,0.0037574378133422423,0.006180943337388806,0.011089044149118132,0.003696348049706043,0.013573639436800893,0.004928464066274724,0.003696348049706043,0.019822160573036166,0.011225786044453475,0.01370562828261727,0.009925299080217121,0.006201306591934204,0.009887822009814856,0.013573639436800893,0.017485805875264396,0.00999129350312531,0.017521604411801794,0.01635283854017471,0.015115212703612099,0.023884804669434642,0.02652583894379785,0.021528921243043474,0.02420983665840467,0.024456281171220427,0.04416036125632036,0.03653092497944631,0.031552076695289824,0.04545199613170158,0.05020239747499502,0.056006039422525015,0.04809389247782704,0.058931342696834636,0.048045851328062654,0.05281143267125558,0.04291368287168873,0.04932327990066932,0.0358254241318404,0.04055534315543023,0.05058665270563712,0.03698715075092718,0.05270059730710167,0.05943564112061785,0.051629650013450996,0.05667934060986411,0.05047218823868831,0.021481519304593355,0.01259876630897509,0.04301914699309748,0.021863214573028634,0.05052762741474438,0.030575122374308476,0.050411121788333534,0.035523292046341186,0.02193494026067213,0.022751738537813742,0.03907559766010072,0.04400488670289097,0.041489456317523134,0.04650986927530103,0.06331587213636733,0.05049310638878821,0.04618011697655366,0.035351322619742165,0.04933363923895953,0.04033219928383239,0.03189999978778124,0.04414563844599443,0.04153352480993861,0.034214024243944645,0.06643811247138584,0.050280273609653314,0.017971702455599054,0.04949020884986549,0.0395194515146632,0.0480440901073858,0.044592029861529596,0.0546208799146285,0.061151749687040735,0.048225370441361326,0.05426550467177291,0.06837351464740683,0.03845415773029679,0.05294108929112139,0.05585657677142218,0.05605853530110269,0.07821377986215809,0.04875078525156028,0.030830128195027375,0.04785375326158031,0.04052098853809562,0.025231760249663907,0.02822343314518006,0.04262313411462204,0.03308537972068641,0.020556475499094822,0.02167458939963304,0.021932833816873682,0.027715582780102742,0.021379818581370228,0.025241476738035215,0.027864688363480127,0.021576230945271124,0.040022300953735546,0.0213368825500917,0.018722710407650982,0.016476789431484656,0.012707165774838942,0.007665397583428377,0.017644494401083424,0.008820267250192828,0.006282759610115806,0.007711914136834828,0.007530310908676485,0.005057924777578596,0.008924611657432335,0.016365199306512604,0.005197194807426447
6,4279,0.0026555848026022497,0.0049947125794306685,0.0038942265535908192,0.001654415609004347,0.005752303980516234,0.001634083245145563,0.001634083245145563,0.0023388436516189755,0.001634083245145563,0.0,0.0,0.0,0.0,0.001726546089139543,0.0,0.0007050445316828562,0.0014100890633657124,0.0,0.0014100890633657129,0.0,0.00031645702577383003,0.0007050445316828562,0.0010215015574566867,0.0021151335950485694,0.0021151335950485694,0.0,0.004230267190097139,0.0030645046723700602,0.003841679684188113,0.006345400785145709,0.002115133595048569,0.008071946874285254,0.002820178126731426,0.0021151335950485694,0.012743064314484681,0.006935596955627555,0.007953046431310815,0.007569537583849338,0.005792219955107506,0.00722250904786677,0.008904081343913321,0.010871514813610065,0.005058962494643775,0.013895971176923623,0.013940137461429936,0.008247117939877617,0.023101429727426265,0.027560660145058546,0.02266910788222705,0.018747344642824584,0.0328439607605213,0.03952365675854689,0.030477788160409677,0.033875846495120564,0.041573482597278,0.044416884393379645,0.04250999030338131,0.04769328504491467,0.06001155771389249,0.04066014531333143,0.05443871674483328,0.04598228519253223,0.06502433626400501,0.052178145967288654,0.053762474550463984,0.05430594228574293,0.05412283145872412,0.0637412335473372,0.037130885347417326,0.05711840710067212,0.0609303785584648,0.0488174788710614,0.032339091107432986,0.014227723128424921,0.048761345906058344,0.044482988391156955,0.05377010874496687,0.031745787715266295,0.04326249883165745,0.044553079830296986,0.03014476276579656,0.043463706295300705,0.040571620696657464,0.052662994695517246,0.03991928557266053,0.04409518795133777,0.06735904416236058,0.055933700180161805,0.04347598059997311,0.04352593928577738,0.05157812472976833,0.03864782841761208,0.04258031009226023,0.041699863163255114,0.04461025879644827,0.042912777148398425,0.0564286047286889,0.05122754206969663,0.050967994071539624,0.054962921212722504,0.04655184541766687,0.05965695556284677,0.05723439397058039,0.062489681088953086,0.06108214180988849,0.04040013947760123,0.0476663567545961,0.05625511081472591,0.03808358666235293,0.05090881576157757,0.051906610046924,0.04993865489682494,0.06031683396053039,0.05374159208986291,0.03241614808444025,0.04813072107777386,0.041622077657525514,0.02925816666456366,0.030875527118355346,0.03697607922387417,0.04319160977734139,0.02686946430906473,0.023600295584014382,0.021458990789760587,0.029627681015782108,0.022727251120882173,0.02527290879201803,0.03261987012291136,0.0188289168791728,0.018646278447473397,0.015989878165904515,0.014915279214060448,0.012662849348896516,0.012880429365506011,0.01727333749477303,0.015980501018821265,0.007769506755056043,0.008692131303348389,0.01479962063211725,0.008065245600872925,0.007332813779584966,0.005552390257725286,0.013261612358182396,0.003291473854238837
7,4280,0.0048527970109699566,0.009127569267371445,0.005044136542740694,0.0018599315958477954,0.01305455144454302,0.004148914924259099,0.004214397123887446,0.005304964433396035,0.004148914924259099,0.0,0.0,0.0,0.0,0.0008297394188532477,0.0,0.00019133953177073647,0.0003469787811103792,0.0,0.0003171968639131259,6.548219962834708e-05,0.0006435069541968159,0.00012585733214238938,0.0007038820867108583,0.00037757199642716815,0.00044305419605551564,0.0,0.0007551439928543367,0.0021116462601325748,0.001207311415280416,0.0011327159892815053,0.00037757199642716815,0.0019624554081347527,0.000503429328569558,0.00037757199642716815,0.007066967083389489,0.0012481548267050473,0.005732987037847148,0.005168820124314105,0.0059342510941079825,0.003215468622564032,0.002188683924217049,0.004675387099980299,0.0011492470030726304,0.013178282890231704,0.011669399670769241,0.00344571155492319,0.031230453586036804,0.027577137009617014,0.02420312388631513,0.017562724304089863,0.0375322561999566,0.03979313962263092,0.019432281494703368,0.03617600341772726,0.0334071042667977,0.03390501975690369,0.037982048316386095,0.04399109508947936,0.0549865723827446,0.040579465005439595,0.04425304127358659,0.0390854688418313,0.058486319167911346,0.05782037962684976,0.04559081066666414,0.05086993969079188,0.05250227962441966,0.053129498751492185,0.015998885176649307,0.041315136605719345,0.057439455504185825,0.04911760738479533,0.025571554166951237,0.008130280616481118,0.05451250269418285,0.05160170603630359,0.044082665902610285,0.02780829110281898,0.024837476274274115,0.037944048236960216,0.028795509787724972,0.052505225562238696,0.04678802553965807,0.04844372577972812,0.034444965513680544,0.041563398042543845,0.07540001063762881,0.060213878590031265,0.02947386047576806,0.041593580268808,0.04851156373751505,0.024435510780481902,0.04995977802051473,0.04064055193817524,0.039586632551160114,0.040175427329585414,0.03802623324506098,0.03727656292396774,0.06602060392023873,0.06002301869581388,0.046246810521020455,0.07346851437213024,0.06732235003630004,0.06428685634854511,0.05093795104377306,0.029014096739458282,0.032396896354547705,0.04234023665970856,0.03607598101982832,0.0470250488420395,0.04334042268054362,0.05510146609173882,0.052174377779472626,0.06229233797969765,0.031042448128471508,0.04312854122315504,0.04803178953760828,0.03113646686719485,0.03737632323337458,0.028876317514306287,0.06134077532382893,0.03971877964832482,0.024077506889835853,0.0182896408942254,0.03400751267778056,0.022485876237768397,0.026797309169506317,0.02336710775728246,0.012335677526092027,0.004256726487996175,0.013892700633272179,0.01642825549697472,0.009140193619804239,0.015312872412911642,0.025529614364691252,0.009386801216974713,0.006882515306931333,0.012550092987861066,0.01829640783463566,0.0037312060386408765,0.010774608499791349,0.003081463304613081,0.016670037293042447,0.004204789927288134
8,4281,0.004352390025773097,0.006633292322250296,0.004408919280837274,0.00168826529275282,0.010552133053850497,0.0033755202877836423,0.0034118707155335695,0.004402546529679457,0.0030598896006511942,0.0,0.0,0.0,0.0,0.0005135131209479071,0.0,0.0003519811148823751,0.0009154803860131866,0.0,0.00020425518497327693,0.00020425518497327693,0.000717768305921184,0.0001477259299090982,0.0005135131209479071,0.0,0.00020425518497327693,0.0,0.00031563068713244785,0.0018561700499761696,0.0005135131209479071,0.0,0.0,0.0006612390508570053,0.0,0.0,0.004086915842547009,0.0021336756031197293,0.005200108308652198,0.0030598896006511942,0.004086915842547009,0.0020875045673464094,0.0018375038769076484,0.004015847718897541,0.00475653953535919,0.014021547088889794,0.009960181231739498,0.0064594036921202915,0.0275399701941835,0.027051931598448268,0.02673382236343278,0.023887118335660915,0.038059580268021455,0.034771983056698555,0.02261786048656198,0.03750228339432501,0.03909332671717527,0.03303253413152447,0.03652458539891736,0.04022709320426596,0.04918080308165602,0.039348603885493,0.049434503598813954,0.034062737028951656,0.05839862870898412,0.05577244550007729,0.0449221197566606,0.054833442242892924,0.04992528539842525,0.056696660154961796,0.020735634909191853,0.03755178037863478,0.0535855294551686,0.05299433183285769,0.022496011045447337,0.0092597217882723,0.049000745637455934,0.04568769916028311,0.03902404281045449,0.02846228788312562,0.027540305242932224,0.03132692057692045,0.0274561038914119,0.04849921244907362,0.045651578511716424,0.04199436970756578,0.03251592940121649,0.04225796629293114,0.06403228335113277,0.048301949034041315,0.030457547673152504,0.036060353776649526,0.0455187995586377,0.027064421786141133,0.046567808952876204,0.03989488390838233,0.04206509536982809,0.0440524502541573,0.03315375129240159,0.03676723220459703,0.062113946834704004,0.05290403422081513,0.05080730282416206,0.06514631279583859,0.05933581452722429,0.05662899968417491,0.048311122675871516,0.03871303941439883,0.03872604963401103,0.03807253054768825,0.03859614761924289,0.04392062217482748,0.042560714411492055,0.05992792558649098,0.04929844337736024,0.06109915654656085,0.03408358587995251,0.045355238377799784,0.053343632113415064,0.03153484433063877,0.03741438779078559,0.03393435601172713,0.05270162232685599,0.03751651513882766,0.02225946143165126,0.020357211906133165,0.02903156532065442,0.021118736253472718,0.021577373963204922,0.025250670191677767,0.014910958440228017,0.006643407128321354,0.017309268282575296,0.015922498717970322,0.010186282660657917,0.015021737273570068,0.01887976370130398,0.009146510916446467,0.006944012636351855,0.012760953808984126,0.014820879807381948,0.0039040368290879602,0.009763296624279848,0.0029195467196219114,0.012556199387459225,0.0037711148016911036
9,4282,0.0032061070197634423,0.0004862618243660975,0.0016779637893710616,0.0031603919830904183,0.0031443184616561887,0.0004893592279178279,0.001983750420908169,0.0014223626470804601,0.0,0.0,0.0,0.0,0.0,0.00046650170958131566,0.0,0.001983750420908169,0.001139793464290101,0.0,0.00023274362395408956,0.00023274362395408956,0.0006992453335354057,0.0017510067969540792,0.000486261824366098,0.0,0.00023274362395408956,0.0,0.0004893592279178279,0.001888864356661775,0.00048626182436609756,0.0,0.0,0.002217508506535395,0.0,0.0,0.0009330034191626313,0.0027211495210080336,0.002542985186384601,0.0,0.0009527635339474141,0.002153331094671632,0.0020915425365643785,0.004281721729128159,0.00780789851004514,0.00926061646511464,0.007029839290635951,0.007722945178661837,0.015261693286675418,0.019010589472023866,0.02284772395776839,0.025509467188409032,0.03428771121079433,0.025501018935485825,0.028535266327121483,0.03587043507357899,0.030610605175950385,0.02623847071105639,0.030401155843016205,0.0316125586613186,0.037375421459773586,0.034709494954373775,0.0413528806804402,0.02526915167914487,0.047353296902667846,0.03669089973507242,0.0361498259813596,0.04730449373458298,0.043186392044976346,0.04414910213237752,0.029143675500798757,0.03071263587523955,0.038941094484927635,0.043937729874276334,0.01815745780373897,0.009822284830740016,0.030182262665672387,0.04072498710941808,0.03188993669369331,0.024884860584850333,0.0386064130518979,0.025068557784182485,0.024013823002217084,0.034888303840389975,0.02903223796777312,0.03569643527965112,0.041425554159566155,0.03316498968167123,0.04308241247000323,0.03088484073021834,0.03453990903765528,0.023373200099826137,0.03952677496350801,0.03047377019677792,0.04413852738264013,0.03746791732720185,0.045221167824505276,0.033332530627103084,0.026776629713205595,0.03560572168517857,0.043903704020877114,0.03247907432835834,0.04828613454289792,0.044691260086073555,0.052500845674560974,0.049797771050903494,0.04672763600451651,0.05792459252043884,0.04631565432277851,0.04535551422150252,0.046437047871181615,0.04741738806399545,0.0457026175411777,0.050486325112433145,0.04071146297771787,0.0430479498439206,0.0373449354807629,0.03533254854436535,0.050542688017781126,0.027246132937320963,0.035831870044195226,0.02983107228158666,0.025204402468484273,0.02121643564821117,0.015281380648864275,0.02638527998089638,0.014716299695669366,0.021935511163004042,0.009338050586658568,0.021217502785355002,0.016239631783181552,0.008082906422726934,0.014899534287866611,0.007890750165486245,0.009670218755019852,0.012574047809617234,0.010611089356168965,0.008245773166060798,0.00751104619763835,0.01374552910349438,0.008675135570750793,0.007224737746026738,0.005793791438086311,0.004326139026207139,0.006310903908788445,0.000916929897728402
