,cellid,internet0,internet1,internet2,internet3,internet4,internet5,internet6,internet7,internet8,internet9,internet10,internet11,internet12,internet13,internet14,internet15,internet16,internet17,internet18,internet19,internet20,internet21,internet22,internet23
0,38.0,0.0038069098874382,0.0001909660218342,0.0001728238900026,0.0005316178564589,0.0004800342491982,4.207572679365568e-05,4.520029759838419e-05,5.51400842531564e-05,5.6426119154573305e-05,0.0011864100269289,0.0014358987856932,6.474212839493967e-05,0.0014111101510055,0.0010941043936414,0.0003220402695021,0.0016827871911102,0.0012745932879092,7.08975121714284e-05,0.0013805257398017,0.0011685468562736,6.272005801186485e-05,0.000302136839172,0.000244050119673,0.0004765914375411
1,7471.0,2.639179950776657e-05,0.0003424504123927,0.0010399648455013,1.2683617986236085e-05,1.1996276457314882e-05,0.0001794015992493,0.0,0.0002762733937803,0.0003409956493028,1.5560272646833618e-05,1.6023266883590882e-05,0.0005287099326964,1.5284228691137423e-05,1.43418174471046e-05,0.0011455862751226,1.4253216397755626e-05,1.6486261120348157e-05,0.0004553130239576,1.6600387880348056e-05,1.4970635107394051e-05,0.0003470898864318,0.0004990988676845,0.0004184583508792,0.0011415239124448
2,7467.0,0.0,1.2142263507779046e-05,2.4390238284117083e-05,2.4390238284117076e-05,2.3056397127954427e-05,0.001076526109601,7.102974329341651e-05,0.0012755818808103,0.0011009002856674,2.9916151645362357e-05,3.0773620960038345e-05,0.0011821475392222,2.934450543557836e-05,2.7534292437929047e-05,2.686737185984772e-05,2.7343743701334385e-05,3.163109027471433e-05,0.0013649538597205,3.191691337960633e-05,2.8772859225794367e-05,0.0013446420463318,1.6101627125290656e-05,1.398563013996163e-05,2.67720974915504e-05
3,7465.0,7.078872663546011e-05,2.3342220232846423e-05,2.3431091972385823e-05,0.0010399648455013,0.000983091768013,0.0,0.0003829601905324,8.477139419354794e-05,1.7642724925598066e-06,0.0012755818808103,0.0013121431449099,1.4114179940478391e-06,0.0012512077047438,0.0011740228138668,2.912746914016227e-05,0.0011658980885113,0.0013487044090096,0.0,0.0013608914970428,0.0012268335286774,0.0,3.096416969663301e-05,2.6867371859847723e-05,2.0188470835490683e-05
4,7464.0,0.0003732908453132,0.0009952788560462,0.0003559795879476,0.0001663435706112,0.0001563497691564,1.3146612222993351e-05,1.359253844700192e-05,1.559554653984762e-05,1.3452240734120646e-05,0.0004125859001255,0.0003683281264118,1.4439521436586236e-05,0.0003108246831418,0.0003504713915156,0.0004215328225473,0.0003005035946518,0.0003599931322483,1.6665738954079303e-05,0.0003265422680736,0.0002974838306902,1.640156629883505e-05,0.0013202678702654,0.0011455862751226,0.0004616959774079
5,7463.0,1.194457979378261e-05,0.0001774803890106,6.653751719705289e-05,4.083522870973345e-05,3.907248844388223e-05,0.0003720319489634,2.610517691346906e-05,0.0004574482090363,0.0004122754812998,6.478238214058983e-05,7.4648023142005e-05,0.0004803992786074,6.544466543600135e-05,5.888169868264784e-05,7.882737737999662e-05,5.876117754894057e-05,6.284261174427215e-05,0.0005186859759028,7.149615229187721e-05,5.898832792622974e-05,0.0004887032391482,0.0004185074975278,0.00029496204368,8.836784850457243e-05
6,7462.0,2.296112275965709e-05,6.393252635779052e-05,0.0,0.0003545859800693,0.0003359916929883,6.90360954405624e-05,0.0011130873737007,0.0002586629200163,7.7232247322045e-05,0.0004823179404138,0.0004770016472972,9.132357735848268e-05,0.0004492529166009,0.0004351520470294,1.2349907447918603e-06,0.0004211292179996,0.0004958412240695,9.785828996629666e-05,0.0004831345106788,0.0004360387392847,9.213901025783632e-05,9.47483687363789e-05,7.852441914560338e-05,0.0
7,7461.0,0.0009790294053353,4.164193716901617e-05,0.0011145786557031,0.0001967485785153,0.0001857370466145,2.5247707598793077e-05,0.0001783126241993,2.9916151645362357e-05,2.581935380857707e-05,0.0002913948926916,0.0002763336015953,2.7724841174523703e-05,0.0002566359322356,0.0002552591838925,1.3995870947610848e-05,0.0002398706648944,0.0002870611374553,3.201218774790366e-05,0.0002774119432772,0.0002496495546555,3.1535815906417e-05,6.075095289089045e-05,5.659320315394032e-05,0.0015734898380079
8,7460.0,0.0003157508706962,0.0007331902428777,1.2683617986236088e-05,0.0003905541616506,0.0003808298895648,0.0002059882974355,0.0002112605045163,0.0008728292530283,0.0002432269527912,0.0007048425127658,0.0008597408118692,0.0003023877976062,0.0006735709461929,0.000668831800307,5.984034874335273e-05,0.0006852068478346,0.0006698265124966,0.0003118869076924,0.0008198952594257,0.0005938364161445,0.0002863100236752,0.0009957796864701,0.0008352098799771,1.39248305362967e-05
9,7459.0,5.182858281479635e-05,0.0012141643837673,4.108194900073791e-05,0.0003089125653899,0.0002689142929222,0.0003672248419238,0.000340680093495,0.0031774760432702,0.0003728423344556,0.0007193621009484,0.0005799422753904,0.0002359490263776,0.0006831675032897,0.0006797918926969,0.0014950647815283,0.000636643308637,0.0005963312386997,0.000471554028974,0.0007134435698665,0.000625686402364,0.0006247922925446,0.0018155366385437,0.0017127144791451,5.849827606164552e-05
10,7472.0,1.1744741511663825e-05,0.0015014787932297,0.0014541380071623,0.001502905607093,0.0014506295572697,0.0004074559225089,0.0004470049843633,0.0018702760941719,0.0006787480035797,0.002168100910445,0.0024192940487623,0.0007406097669507,0.0022054486331414,0.0021689110419175,0.001324257348416,0.0024149123875274,0.0023380691381207,0.0007411007758645,0.0025787518419799,0.0023274448247059,0.0005940925324415,0.0020008218304497,0.0019005873651018,0.0015955772322125
11,7458.0,0.0002266448071485,0.0015404300625016,0.0005166110553115,0.0021437309731296,0.0020190471607434,0.0014561812228689,0.0016772195370922,0.0020720104126319,0.002287900539215,0.0031902955274254,0.0034531212226606,0.0026446463509167,0.0032777312617088,0.0034084312662117,0.0007090934382234,0.0034726286606454,0.0035532666290175,0.0025175078039619,0.0036868522762078,0.0036161936736079,0.002079560162223,0.0020659491374368,0.001881068447658,0.0006555950532119
12,7456.0,0.0004405045718285,0.0022437566802847,0.0003997881621494,0.0010697818719235,0.0010418241174269,0.0015227303159468,0.0019673329343067,0.0015888881439414,0.0022648074339337,0.0019256626462016,0.0021160262334519,0.0024145591312078,0.0018394012565286,0.0019242021772289,0.0024126785919145,0.002198265182529,0.0019599461635976,0.0022808095077396,0.0022046281954501,0.0020829126718861,0.0022398131315322,0.0028560930192396,0.0024583064582736,0.0004223679317223
13,7455.0,0.0015761483568413,0.0002824782167274,0.0013848863240333,0.0003391251865398,0.0003074697369334,0.0021320210319565,0.0025773409924936,0.0006410271005598,0.0031489100527773,0.0008163646360588,0.0006738190438215,0.0033613068592282,0.0008316814765762,0.0008038798415981,0.0021989273592987,0.0007732066822041,0.0007006102547838,0.0035731512144546,0.0008154082656115,0.0007674370705647,0.0031695991694459,0.0004054678856038,0.0003974569733274,0.0015062017697396
14,7454.0,0.001906651742748,0.0003322439093068,0.0021079634099006,0.0006737716303754,0.0006274882498294,0.0011107321855145,0.0013072627126038,0.0007788988018102,0.0020104443265487,0.0010418827890224,0.0009985453195126,0.0020929206745181,0.0015725676167921,0.0010418346793892,0.003271044132301,0.0011152102387752,0.000888877436033,0.0021964825801443,0.0010599743695542,0.0010867271679454,0.0017880336956472,0.0005174376414387,0.0005252503270886,0.0021644324048268
15,7453.0,0.0023993289566236,0.000599203260159,0.0011113092161039,0.0011375301023043,0.0011126248043871,0.0003088907802905,0.0005554781253127,0.0009555314290512,0.0007569949365629,0.0014760620566314,0.0013785309434723,0.0007686898640015,0.0019742696568924,0.0013751903654398,0.001895011653982,0.0019372667480544,0.0014119725948577,0.0008604634715459,0.0015936339763787,0.0018733976237187,0.0004303030900991,0.0007504396629321,0.000821259697696,0.0013458031686035
16,7452.0,0.001186104597294,0.0010653098451521,0.0002750233793561,0.0003594805565497,0.0003632248135893,0.0003532506007014,0.0006849745722986,0.0013519701404167,0.0008749800941832,0.0003950342932779,0.0003206953790485,0.0008960751446713,0.0003262513305829,0.0002312431924141,0.0006336265002276,0.0006742435181298,0.0003257473507282,0.0010196677155241,0.0003822212347387,0.0004847030848692,0.0005403297134345,0.0016795510297776,0.0018811595870928,0.0003214049215223
17,7451.0,0.0003137494124959,0.0003342362055891,0.0003433023368135,0.0005043002815486,0.0004623075842112,0.0006252114528186,0.0007560293952204,0.0003207605786081,0.0010631960074546,0.0006089115729432,0.0006363724301729,0.0009623142289003,0.0005970288369105,0.0004849690683177,0.0007297864539664,0.0006210490449044,0.0004957190574124,0.0010850665553933,0.0005345847540369,0.0004881830395555,0.0007703307474366,0.0007830910051738,0.0009029931398106,0.0004350344755745
18,7450.0,0.0004158631294911,0.0,0.0006372272337077,6.623455896265966e-05,6.256107452658827e-05,0.0010979628712756,0.0011478154195536,0.0,0.001484997279553,9.143647535019898e-05,8.928969399967892e-05,0.0011928751002396,8.374525385937175e-05,8.152250126214647e-05,0.0010892985809541,7.818453416619913e-05,9.23941887119749e-05,0.0015422569543709,9.073605819924486e-05,8.17092527438848e-05,0.0015719218045465,0.0,0.0,0.000790053216195
19,7449.0,0.0006796984032891,0.0004339403767507,3.104229687591592e-06,0.0013934752426669,0.0013847061841552,0.0003412277530204,2.267918576401864e-05,0.0005445222467117,0.0007428565914484,0.0022920946547875,0.0027202930928453,0.0008253675857207,0.0023074023856152,0.0023898169257994,0.0010806745436785,0.002540178034207,0.0024789962681902,0.0007587769473305,0.0027412170817427,0.0023111330486909,0.0003764512348974,0.0005260827789104,0.0005280370265919,9.577188062874487e-06
20,7448.0,0.001119342209492,2.4453932684627045e-05,0.0001982363954551,0.0,0.0,0.0005088533301758,0.0006718170115849,2.920595824032333e-05,0.0010256524970738,3.175690486607683e-06,1.234990744791871e-06,0.0013017106881572,1.7642724925597854e-07,7.057089970239195e-07,0.0002455379366127,3.528544985119571e-07,0.0,0.0012329705941291,0.0,0.0,0.00089126816422,2.31104441693904e-05,2.0583791040414794e-05,0.0002928929038859
21,7457.0,0.0009972187777122,0.0003992457114383,0.0001819721153329,0.0002480434191056,0.0002624128816987,2.153195935072735e-05,6.3920018186160415e-06,0.0004787335220917,2.775978236661879e-05,0.0005642414251753,0.0005231080097487,3.38935234093658e-05,0.0005425603098135,0.0005765672168951,1.565335958020659e-05,0.0005465650016033,0.0004746124858534,2.095974414459838e-05,0.0003502248475338,0.0002922700799641,2.095974414459839e-05,0.0004465667951427,0.0003166607175175,0.0001375326485126
22,7447.0,0.0003168605077052,0.0003270181805861,0.0004253213883116,3.652191709429001e-06,4.413398145784354e-06,1.0256458944507833e-05,0.0006042449334029,0.0002475863179237,3.9792434728362136e-05,1.1798738121309226e-05,9.107517289242792e-06,0.0001192686725898,1.084317457647144e-05,1.3199677801218414e-05,0.0002974273004061,1.2389882087742448e-05,1.4344191122013832e-05,0.0001703506665304,1.1793330788784433e-05,1.1105008268109992e-05,0.0001521666860584,0.0001730982951655,0.000157001034169,0.0004686750845552
23,7473.0,0.0001696408519852,0.0004588227851236,0.0003081775506588,0.0009774796249983,0.000972580408633,0.0001765755704778,0.0002371314503553,0.0003579537234041,0.0002792919554252,0.0012640709592664,0.0012495208255156,0.0002910406118851,0.0016635909052498,0.001083988430652,0.0003078179295115,0.0015941979254725,0.001062137558414,0.0001947209087488,0.0012038662544071,0.0012557357366551,0.0001500489516797,0.0005084972525224,0.0005068044194317,0.0001638487791764
