,cellid,smsout0,smsout1,smsout2,smsout3,smsout4,smsout5,smsout6,smsout7,smsout8,smsout9,smsout10,smsout11,smsout12,smsout13,smsout14,smsout15,smsout16,smsout17,smsout18,smsout19,smsout20,smsout21,smsout22,smsout23
0,38.0,0.0003417291082481,9.240603383319655e-06,6.328074312396184e-06,3.5425723022670306e-05,0.0,0.0,2.129540433444009e-06,7.170935307044303e-06,5.89360173357348e-05,0.0005552997321796,0.0006178252293215,8.063002838139324e-06,0.0012137936178744,0.0011292276561065,0.0001500481732543,0.0008479528934001,0.0008242656547945,3.1485867935573267e-05,0.001441614523659,0.0006622297552054,4.2132590613133794e-05,9.0836385409726e-05,3.5392765109808066e-05,8.266126174524466e-05
1,7471.0,2.9111847560120828e-05,1.6588036349548728e-05,4.997735802567727e-05,0.0,0.0,0.0,0.0,4.944964003194249e-05,0.0001381142343078,8.215035648116024e-06,1.8310073986188512e-06,0.0001223653881202,3.669014124571766e-06,6.115023540952903e-06,0.0004248075432182,7.034026903929426e-06,6.108024213618956e-06,0.0001699175211283,8.243032957452043e-06,4.878020178094349e-06,0.0001280288759293,0.0001615926571683,6.091561211589841e-05,0.0001749207530898
2,7467.0,0.0,6.080026904282739e-07,1.172116227129968e-06,0.0,0.0,0.0,3.139341800476251e-06,0.000149932074077,0.0007246716913723,1.582356906625457e-05,3.516348681389904e-06,0.000149932074077,7.032697362779807e-06,1.172116227129968e-05,9.962987930604728e-06,1.3479336611994632e-05,1.172116227129968e-05,0.0010245358395263,1.5823569066254565e-05,9.376929817039744e-06,0.0006497056543338,5.7830248864027305e-06,2.1280094164989914e-06,4.102406794954888e-06
3,7465.0,0.0,1.172116227129968e-06,0.0,0.0,0.0,0.0,1.6588036349548728e-05,1.066041013729229e-05,0.0,0.0006746943333466,0.000149932074077,1.0852511827497804e-06,0.000299864148154,0.0004997735802567,7.499027370029374e-06,0.0005747396172952,0.0004997735802567,0.0,0.0006746943333466,0.0003998188642054,0.0,1.1135104157734696e-05,4.102406794954888e-06,0.0
4,7464.0,0.0,4.997735802567727e-05,1.6588036349548728e-05,0.0,0.0,0.0,6.080026904282739e-07,1.852005380620908e-06,8.830037665878327e-06,0.0001547785149781,0.000123579854565,1.8240080712848216e-06,6.681836730300292e-05,0.0001386254241018,0.0001661850070117,0.0001100468781279,7.981593019404967e-05,1.2492052463116196e-05,0.0001410955178708,7.396838800988177e-05,7.904034975567822e-06,0.0004747849012439,0.0001749207530898,7.234555168580985e-05
5,7463.0,0.0,6.328074312396184e-06,3.139341800476251e-06,0.0,0.0,0.0,1.172116227129968e-06,6.007438665403892e-05,0.0002456816658711,5.261875645501606e-05,1.5814745267103047e-05,7.262398818846908e-05,1.0471075938094092e-05,3.218892003803301e-05,3.0411559511638827e-05,1.991156346668786e-05,1.575918584178886e-05,0.0003503650227711,2.984566774477893e-05,1.3521264107138631e-05,0.000221359442329,8.021270482987244e-05,7.823260728451027e-05,1.4093658141325755e-05
6,7462.0,0.0,3.139341800476251e-06,0.0,0.0,0.0,0.0,4.997735802567727e-05,3.382311668633755e-05,4.614164847483752e-05,0.0002279448025664,7.091533025110047e-05,1.4387564344882969e-05,0.000105832183855,0.0001830544378409,0.0,0.0002033703495354,0.0001704756713159,6.559889164562698e-05,0.0002353975952794,0.0001350019447066,4.205382814205493e-05,3.044493947245621e-05,1.1608888669598648e-05,0.0
7,7461.0,0.0,1.4265285613612883e-06,0.0,0.0,0.0,0.0,1.4109338815966951e-05,3.516348681389904e-06,1.6995685293384535e-05,0.000127798798943,4.907638302728402e-05,3.516348681389904e-06,5.84942735681072e-05,0.0001046086469059,5.217018159978552e-06,0.0001123682454445,9.240603383319652e-05,2.402838265616434e-05,0.0001308494522111,7.392482706655724e-05,1.5237510952689582e-05,1.4673037546765564e-05,1.2421460157775164e-05,0.0001272383191834
8,7460.0,0.0,3.5425723022670306e-05,6.080026904282739e-07,0.0,0.0,0.0,9.240603383319655e-06,0.0003728907194477,0.0001370394023263,0.0005109902771617,0.0003372923720453,5.21270362954733e-05,0.0002763823417137,0.0004242548011277,1.66546779543117e-05,0.0002543162366534,0.0003103722998478,0.0001955336758944,0.0003114155112895,0.0002192008146382,0.0001262291505195,0.0010853522954425,0.0008442659767659,2.1280094164989914e-06
9,7459.0,0.0,0.0,1.4265285613612883e-06,0.0,0.0,0.0,3.0097327045919334e-05,0.0019723587168707,0.0001066708837647,0.0001694015039274,0.0002462671143175,5.300971839145261e-05,0.0001440117009634,0.0002072452213276,0.0006502172845218,0.0001799226405528,0.0001053231239516,5.4188367893347815e-05,0.0002706585721635,0.0003673023001566,0.0002204675268496,0.0005185502246087,0.0007025786850095,1.393447118407599e-05
10,7472.0,0.0,8.381159507137584e-06,3.5581370560760784e-05,0.0,0.0,6.7951380527415646e-06,5.1096477671535545e-05,0.0008516750654342,0.00041282557138,0.0014740582548019,0.0011092965445615,0.0002398528989787,0.001267857982611,0.0014075274012135,0.0007960687571356,0.0009443310284267,0.0014601222222389,0.0003573983337999,0.0018204006100639,0.0014053163459924,0.0002437815237726,0.0006721726397394,0.0008858704514033,0.0006387199564235
11,7458.0,0.0,0.0,0.0,0.0,0.0,2.787592636651564e-05,0.0002491398997766,0.0006721684074882,0.0010771547812582,0.0030481648196112,0.0013580357378605,0.0008883672542807,0.0024664984892036,0.0033838530950648,0.000240102339255,0.0017451339965716,0.0027098293634025,0.0014808893403557,0.0027261297318571,0.0027112554363721,0.0008420733726747,0.0008223498225528,0.0006076485917628,0.0004110570982453
12,7456.0,0.0,0.0,6.123139232913969e-06,0.0,0.0,1.613571849120166e-05,0.0003530989996834,0.0005984157548726,0.0008317585849653,0.0013934778907645,0.0008243447893573,0.0007541449699538,0.0008385755433937,0.0010377196989092,0.0012700451442774,0.0007629954391591,0.0009279932954291,0.0015230929193669,0.0010944880621469,0.0010259096815074,0.0012269212747856,0.0025030913293903,0.001712250781507,0.0001559401697568
13,7455.0,5.487730130823197e-05,0.0,1.881655114015504e-05,0.0,0.0,6.028672914393235e-05,0.0005891790683848,0.0001415015170272,0.0024771005817101,0.0002054918405361,0.0003050239108941,0.0022714526576873,0.0001313477068096,0.0002432476953824,0.0015535041899612,0.0001482340307685,7.286118391506131e-05,0.0030220836213211,0.0002568799062672,0.0002730701125942,0.0026030830804476,0.0001709647575374,0.0001818033281069,0.0005576892663235
14,7454.0,0.0001068792409237,0.0,3.0178130030896032e-05,0.0,0.0,1.6547029460541973e-05,0.0002095346823709,0.0001952544601243,0.0008914075973152,0.000368522139881,0.0002004584707966,0.0007775235432261,0.0003634423632862,0.0002589496772277,0.0031602447430187,0.0003813843718614,0.000292854850634,0.0011103146494396,0.0003974425505092,0.0001510936424096,0.0006918790331717,0.0001788301627781,0.0003304818367796,0.0007322445760536
15,7453.0,9.827696485860848e-05,0.0,1.5837341200027143e-05,0.0,0.0,1.396650905947334e-05,1.926367400901092e-05,0.0002949624667319,0.000201611718861,0.0005748565309252,0.0002562733121636,0.0001813004341174,0.0004436194177526,0.000942887497852,0.0009708453330615,0.0005624107846404,0.000446986131983,0.0002074194880528,0.0007697508780058,0.0004475179650893,0.0004572899157517,0.0002582702156328,0.0001814917137826,0.0003772872253565
16,7452.0,2.1798986858926964e-05,0.0,6.98325452973667e-06,0.0,0.0,3.2332484664809406e-05,1.6813017083768875e-05,0.0004086017944251,0.0001991787084311,5.297463544024723e-05,4.066455171966196e-05,0.0002164143079474,9.496009254034777e-05,6.350197076340251e-05,0.0004092080502996,8.642833829715741e-05,4.132398641788131e-05,0.000285005126357,0.0001949023352211,0.0003753399020491,0.0005239283542216,0.0004415277181449,0.0002881010196819,0.000316514694868
17,7451.0,1.3319512109358182e-05,0.0,1.6166242332404683e-05,0.0,0.0,6.624313386995711e-06,2.64431754178232e-05,4.612155201344375e-05,0.0004124445490324,0.0003150203509931,0.0004642109248844,0.0003385479380139,0.0001821878528107,0.0004199334254903,0.0003522866054995,0.0001226378284842,5.527659236727513e-05,0.0002496831647415,0.0003456341720049,0.0004280555766999,0.0004285646576066,7.796771577816082e-05,1.388659345980638e-05,7.183428931003284e-05
18,7450.0,1.568095271595967e-06,0.0,3.312156693497856e-06,0.0,0.0,0.0,0.000119868509944,0.0,0.0006247983751793,4.3002306674361245e-05,1.3766371976951184e-05,0.0004584665067954,1.9457243170789288e-05,3.3878187476489645e-05,0.0003799087414673,3.734481544134056e-05,3.1393418004762574e-05,0.0003780201554999,4.362349904229304e-05,2.5114734403810067e-05,0.0005183966306645,0.0,0.0,5.772510840858941e-05
19,7449.0,5.447711396170296e-05,0.0,0.0,8.381159507137584e-06,0.0,1.0534564952243498e-05,2.210654799991665e-07,0.0002242972462524,9.812935816086172e-05,0.0016069292830618,0.0011322221630514,0.0001191984880653,0.0013647762996652,0.0014830253999381,0.0003653353249416,0.0007965878160248,0.0012996663064593,0.0001674462817421,0.0015378946677724,0.001082015542919,1.0534564952243498e-05,0.0001154228446929,0.0002163470818443,0.0
20,7448.0,9.440256708545595e-05,0.0,9.240603383319655e-06,0.0,0.0,0.0,0.0001141729591132,0.0,0.0006287203866421,1.0852511827497804e-06,0.0,0.0011870155914166,0.0,1.0852511827497804e-06,9.68490483673528e-05,0.0,0.0,0.0009839267444524,0.0,0.0,0.0006544498594759,0.0,0.0,4.7595378182565234e-05
21,7457.0,5.052617434614829e-05,0.0,0.0,0.0,0.0,0.0,1.7600518631676412e-06,0.0001962587163217,1.8415970205074685e-05,1.5076221162575405e-05,0.0,1.0799370672725974e-05,4.522866348772621e-05,0.0001051397536115,2.05893749838821e-06,5.235665489744114e-05,1.7569585482147133e-05,2.210654799991665e-07,4.986728639143457e-06,4.522866348772621e-05,0.0,0.0,0.0,1.6446175685874812e-06
22,7447.0,1.858893390209683e-05,0.0,4.637802279046174e-06,0.0,0.0,0.0,4.708101186653476e-05,1.15123229801124e-05,9.102027077426145e-08,3.221218091114648e-06,0.0,7.003117902583634e-06,1.4944281761028445e-07,0.0,0.0001303039547743,1.4944281761028445e-07,4.831827136671972e-06,4.916390574075759e-05,1.610609045557324e-06,0.0,1.998005943824904e-07,1.6446175685874812e-06,0.0,6.822675236131959e-05
23,7473.0,9.182939687821051e-06,0.0,0.0,0.0,0.0,1.6446175685874812e-06,4.084126975582087e-05,0.0001491217349394,1.257110241607639e-05,0.000432142174952,0.0003410826408985,2.9644504225443506e-05,0.0003936826611021,0.0003989971670468,0.0001172795421994,0.0004007855450571,0.0003052040191549,8.845480134767439e-05,0.0005047422675572,0.0003968223884486,4.633839428222794e-05,0.0002651027413616,0.0005251276274891,0.0
24,7475.0,3.2712969397860766e-05,0.0,0.0,0.0,0.0,5.527659236727516e-05,2.872384696023585e-05,9.14365046267176e-05,0.0003590167228856,2.28591261566794e-05,0.0,0.0003150203509931,6.85773784700382e-05,7.881796499959046e-05,0.0001820790143688,4.571825231335885e-05,0.0001347768038425,0.0003880216973475,0.0002238353553716,6.857737847003825e-05,0.0009664969839225,0.0,0.0,0.0002608966335215
25,7507.0,2.6213981340011637e-05,0.0,1.1867081389358572e-05,0.0,0.0,1.5076221162575405e-05,0.0,0.0001579117077473,7.456086746973151e-05,1.4258953726952635e-05,0.0,0.0001047133097948,4.277686118085791e-05,0.0001317753177755,7.706022825637468e-05,5.373688066377877e-05,4.75398961451815e-05,2.629636060064825e-05,6.656188483645773e-05,4.277686118085795e-05,1.5076221162575405e-05,0.0,0.0,0.0001058598022808
26,7506.0,0.0,0.0,0.0,3.6486309184945057e-06,3.6486309184945057e-06,2.28591261566794e-05,0.0,0.0001803961799163,4.571825231335885e-05,2.203131861501905e-05,1.2509591720552892e-05,9.143650462671763e-05,4.289908786319877e-05,0.0001521855324157,4.440842514458066e-05,5.807394042140228e-05,2.4825316934047275e-05,0.0005264886757428,2.487361720724213e-05,3.664429200292239e-05,2.28591261566794e-05,0.0,0.0,0.0
27,7505.0,0.0,4.169863906850887e-06,0.0,0.0,0.0,1.4258953726952635e-05,0.0,0.0001262297867476,7.895585387365226e-05,0.0005453704763515,0.0,0.0001074737613275,3.603893038144629e-05,4.916335640021245e-05,0.0,3.3313548489230154e-05,5.304047675979416e-05,0.0001640231946089,1.2861976941207931e-05,3.603893038144633e-05,1.4258953726952635e-05,8.339727813701872e-06,2.345548447603601e-06,0.0
28,7504.0,0.0,0.0,0.0,0.0001591629595176,0.0001382892759887,1.395220729549526e-05,0.0,0.0004234381987309,9.449826211209034e-05,0.0010335897255618,0.0005132611073698,0.0001130204829126,0.0006494606784723,0.0005198483722569,5.043794641974695e-05,0.0005202387331747,0.000745630465492,6.483582437531561e-05,0.0006809035387597,0.0007022354988839,2.3595017580088163e-05,0.0,0.0,0.0
29,7503.0,0.0,0.0001925688684229,0.0,0.0016688318453625,0.0014465305373388,5.304047675979416e-05,3.909247412672679e-06,0.0021636682317126,8.362864335680814e-05,0.0026386255504735,0.0040513739028909,6.662709697846027e-05,0.006067949050375,0.0038232636115833,7.284864338137605e-05,0.0042506433840925,0.0056486811557075,1.2012976793815432e-05,0.0051618790078538,0.0051844979945549,1.2012976793815432e-05,0.0003972970575006,0.0003121486216331,0.0
30,7502.0,4.430480401029094e-06,0.0018552463000299,3.388014424316298e-06,0.0015065312557683,0.001325309054497,0.0002060378375607,4.102749996597873e-05,0.0019246771208528,0.000507533460427,0.0022504549219069,0.0034413660390211,0.0006721403210311,0.0054357187710967,0.0034311955215297,1.8575189803198512e-05,0.0037534391526714,0.0048691717853008,0.000547833858198,0.0043462497320596,0.0041833945890984,0.0006552347734345,0.0036743811702485,0.0030590617616626,1.0424659767126971e-06
31,7501.0,4.28732564706931e-06,0.0016323849048903,0.0,0.0,0.0,0.0015636570051181,0.0002221728626397,0.0001021853897657,0.0035707755275773,0.0001021853897657,8.174831181259958e-05,0.005180659039427,3.841286451381393e-05,6.131123385944966e-05,0.0003367374449405,0.0002248078574846,2.043707795314988e-05,0.0049355752965362,0.0001226224677188,0.0,0.0050551658853907,0.0034221854947897,0.0027982916979899,4.28732564706931e-06
32,7500.0,0.0002253261835472,0.0001021853897657,0.0001381028236279,3.222605764654592e-05,4.637802279046174e-06,0.0014053521563731,0.0016565813653193,0.0,0.0032100894263947,0.0007341907221234,0.000498597432287,0.0044353892083606,0.0005621298187797,0.0004738420810061,0.0026178789523775,0.0005467104794356,0.0004778393852805,0.0043417767938679,0.00173496036412,0.0014208125006963,0.0043852668599912,0.000143059545672,6.131123385944964e-05,0.0002542128281498
33,7499.0,0.0022068662651986,0.0007490332418838,0.0,2.2785340583833186e-07,2.2785340583833186e-07,0.0,0.0015111237068742,0.0001959550244729,1.610609045557324e-06,0.0003127448934489,0.0002017698684354,0.0,0.0002109033859791,0.0001158291112323,0.0001206427548659,0.0002232798655174,0.0002666078883054,1.909494680777925e-06,0.0014250936309525,0.0012331451390321,1.4944281761028445e-07,0.0004790954583636,0.0001704263596628,0.0
34,7474.0,3.739009571923827e-05,0.0008409231864202,0.0014464182491113,0.0,0.0,0.0,4.087415590629976e-05,6.987577856353894e-06,2.043707795314988e-05,7.034197995043163e-06,3.774011227226206e-08,2.043707795314988e-05,2.098937364831273e-05,1.3984035739124823e-05,0.0024695611346656,4.218012548076348e-08,5.328015850201704e-08,0.0001021853897657,2.124689441440573e-05,7.247318629051154e-06,0.0001634966236251,0.0001380292940403,5.070141184059783e-05,0.0025388584802772
35,7498.0,0.0019867632406915,1.8426054815271677e-07,0.0,0.0,0.0,2.2785340583833186e-07,6.94707610985019e-05,2.349364253966846e-06,0.0004224371035676,2.349364253966846e-06,0.0,0.0001133105721103,7.048092761900538e-06,4.698728507933692e-06,0.0003216288147742,0.0,0.0,0.0013258749144187,7.048092761900538e-06,2.349364253966846e-06,0.0009474581194001,7.00533790918791e-06,6.992017869562388e-06,4.087415590629979e-05
36,7484.0,0.0010713552517311,0.0,2.2785340583833186e-07,0.0,0.0,0.0,2.366786044693609e-05,1.2789556182899105e-06,0.0,1.4707989610334166e-05,1.0871122755464403e-05,2.349364253966846e-06,1.1510600564609358e-05,5.115822473159641e-06,7.007557915792149e-06,1.2150078373754312e-05,1.5347467419479154e-05,1.6445549777767923e-05,8.569002642542581e-05,7.609785928825131e-05,0.0,2.349364253966846e-06,2.349364253966846e-06,6.446624377066463e-06
37,7483.0,0.0013032263633793,5.30766581590324e-05,0.0,0.0,0.0,0.0,4.4400132085014195e-09,0.0001425995793536,2.621859017494366e-05,0.0048036300804166,0.0018022097960684,5.755300282304597e-06,0.0018734515666691,0.0018922252591858,2.349364253966846e-06,0.0012675769090279,0.0017622480382667,8.121368176141102e-05,0.0070382091673332,0.0048366656126573,5.755300282304715e-05,6.394778091449617e-06,2.5579112365798205e-06,0.0
38,7482.0,1.425487654484332e-05,0.001711835347825,0.0,0.0,0.0,0.0,0.0,0.0002013995921075,0.0013834039239521,0.0033291979233269,0.0017692356169391,0.0013892840995009,0.0019230080898188,0.0012791809934667,7.0342559005945725e-06,0.0016922629673586,0.0021841545759207,0.0052717648016389,0.0111618143731393,0.0093255508388701,0.0036302474966848,0.0017437237756156,0.0004372829800251,0.0
