,cellid,smsin0,smsin1,smsin2,smsin3,smsin4,smsin5,smsin6,smsin7,smsin8,smsin9,smsin10,smsin11,smsin12,smsin13,smsin14,smsin15,smsin16,smsin17,smsin18,smsin19,smsin20,smsin21,smsin22,smsin23,h/w
0,5056,0.012905104796414147,0.004847471554840644,0.006473101187867813,0.0013800597174232164,0.00878992714404324,0.0101203495694951,0.011286494726869146,0.06588483718791702,0.3504153313636983,0.5216136898419689,0.6944116676910438,0.646881428061113,0.6889681587800682,0.7136604569812982,0.6336536316469126,0.5289100013385756,0.5604187384724169,0.48144343219958524,0.2868070146094106,0.2221824661286726,0.12195479670502134,0.09735615842023737,0.15705933344930342,0.09115313801786827,1
1,5065,0.016709092301309965,0.017228389719488948,0.01121946098008669,0.0020223860292633684,0.011925113466973789,0.006681916547454645,0.009424991745722294,0.035052798687428124,0.2021870982902289,0.2881960263828362,0.39141444023840416,0.4132319897481793,0.4217925444810951,0.3286303377777008,0.321314034182386,0.32902228238326164,0.3037439589448849,0.2794213481210457,0.2386970921185218,0.23857196227604774,0.15149089326001786,0.12167605120547134,0.10525091539048917,0.09045874909250466,1
2,5076,0.0046149550610527406,0.0006806191908287865,0.0007030515817903419,0.00013515595206341885,2.355560354972763e-05,0.0008190372675891806,0.0010882259591278463,0.005419816477552571,0.01770322779084159,0.024345972595372217,0.027660961080439715,0.02234700379851264,0.02167274130253871,0.020198772895702693,0.01890349112384322,0.02452582076781542,0.02818358763097629,0.0273646860571243,0.02008763310449213,0.020310844405309378,0.013293751236705755,0.010628576710125851,0.00998439820680888,0.00614041354819678,1
3,5085,0.00057125391521799,0.00024284458189387622,0.0030355572736734545,0.00036426687284081446,0.0012194408528823032,0.0006071114547346907,0.0008140984971118662,0.00457359955880708,0.008546004343126723,0.00859821342080111,0.015596297855555543,0.014171531686243462,0.014286551743084623,0.014319437429098672,0.0127232282785073,0.011231134911012637,0.009624476825082377,0.010245429833609924,0.007863693272706354,0.009353982124534914,0.006731347929298093,0.00669599002106837,0.005351118295979346,0.0016050660821487347,1
4,5093,0.0006071401589405477,0.0002611626409836104,0.0,0.0,0.0002625235756527363,0.0002611626409836104,0.0,0.0004936144553000697,0.003853299951356225,0.0006740450233177308,0.0015970909388789392,0.0027907393748256393,0.0023491461658243676,0.004664181097946081,0.0037631279989883944,0.004350997210663673,0.002202870163150361,0.005462552638975297,0.004186767863752522,0.0014220607778967817,0.0011690204132869268,0.0008696637345932841,0.0012744238405536493,0.0008395919732570071,1
5,5153,0.024844465596456124,0.004740996379847703,0.003989993344876021,0.002330602218127849,0.000490960557731079,0.004038002683300751,0.010629264030121498,0.08125247260710815,0.24532212676838017,0.37619983881783,0.4784617108019944,0.3627778868605394,0.44842187214629037,0.37298962596131113,0.3758871253244524,0.39859757959884984,0.39367333238093183,0.31446918060067797,0.2367055407274473,0.2856902529692009,0.1444742798493388,0.13267400238693633,0.1197082781214769,0.0510887651673977,1
6,5168,0.023767972671673073,0.01384450415342512,0.010033836307384534,0.005473438611766943,0.007794301872209161,0.007546261019057663,0.010356012728174194,0.06712933348099916,0.24609857307659597,0.2615325204811896,0.2778885059494779,0.23831880171269287,0.2600602362714577,0.23810082524134127,0.23298505660609706,0.25598149364134104,0.2569560319771038,0.24034055800071127,0.19068922954783155,0.2548145735492955,0.19077142613414078,0.1891053006594822,0.1554142410774159,0.1019643834850332,1
7,5176,0.004998431230986254,0.0006170607497706872,0.0006170607497706872,0.0,0.0,0.0009255911246560309,0.0009609884005536053,0.004816291753367188,0.017871409920945,0.023874228209581693,0.027803478867021805,0.022193335600964578,0.021023659765868726,0.01963244648665661,0.018696505784051323,0.024769770773039868,0.0269273308170558,0.027277607355188343,0.02020426046890542,0.02058893411028563,0.012751784272510528,0.01013210267821318,0.00945309669562174,0.006541083105412972,0
8,5188,0.0003858352102120644,0.0011151143217028323,0.0010901027353869427,0.00022724770135499364,0.0001558508180005262,0.0010065017913576245,0.002329656538666518,0.004485588146146098,0.01056891966038446,0.01149588623002539,0.01281354068648243,0.017618091637094657,0.018923141823041462,0.013361501814227345,0.013601975091726453,0.01571432140613335,0.01995507712268886,0.012701175954272803,0.0114783699328202,0.010762501800925823,0.005472669096807346,0.006636274977426646,0.004633128348591497,0.0032668998629179122,1
9,5198,0.0038698335887101558,0.0005288050407072981,0.00033912816163721485,7.694871228373309e-05,0.000383706693147298,0.0025885334564378377,0.001738620366908685,0.009646720717629582,0.034649774809522214,0.03998364415932381,0.039970523887676496,0.03531665504573704,0.029151841047701486,0.02757361964426724,0.025612057355588306,0.034579504537151785,0.03605958906046335,0.02885720440745619,0.011446362026424316,0.01791681551927426,0.013578495306305002,0.008065980498082874,0.008136882727026869,0.008107714978886224,1
