cellid,smsin0,smsin1,smsin2,smsin3,smsin4,smsin5,smsin6,smsin7,smsin8,smsin9,smsin10,smsin11,smsin12,smsin13,smsin14,smsin15,smsin16,smsin17,smsin18,smsin19,smsin20,smsin21,smsin22,smsin23,h/w
5056,0.02233644657020077,0.004935841606933353,0.008870172559272079,0.005134876055567071,0.005003102729082811,0.001329509848935618,0.011172980646331362,0.055486764261764514,0.3157336051306642,0.47424379031960306,0.49904936112013903,0.571179539632666,0.7063856100885828,0.6024852572457723,0.5359966183451206,0.43635594548514234,0.43162806536175474,0.41265274023081006,0.23938316097825912,0.22363625677111124,0.101426341039806,0.0845495817325942,0.09246919678364557,0.050174283767203495,1
5065,0.018780407438292727,0.005547465778480296,0.0016290470615071269,0.004780987921149098,0.005470827642897309,0.0026410971043352442,0.01143753831219244,0.061333513495690196,0.23187170576318247,0.37280800805460296,0.3824519894404013,0.3921012498290542,0.3560628281624514,0.3093858267906284,0.32442203281837806,0.2992895614833703,0.26267834978069093,0.2653573918338592,0.2114089788459705,0.18591185434954838,0.1140996112717575,0.07228667038658075,0.06490046710695144,0.04621576161068167,1
5076,0.0009094541576913247,0.0008261524378125508,0.0010372325228710827,0.0011418283500185878,0.0008248987789098817,4.280036833115834e-05,0.0015439420557460217,0.007062048021918395,0.022015835457686577,0.027427620812103284,0.021977428674672613,0.02689580295249643,0.021699428565518313,0.019450735902477635,0.016411919980098666,0.020571785118624134,0.021315258576371624,0.022345114743911352,0.023300832560717525,0.02628711869271997,0.013111818544069167,0.012930096936226751,0.010460691781358849,0.0056870084227134635,1
5085,0.0003465612357304714,0.0004186518549114064,0.00011300598844046058,0.0,0.00022601197688092124,0.00045202395376184247,0.0012479221381025,0.00272528786373954,0.009513520115628001,0.008101175492629687,0.014460161939090128,0.013433687262489141,0.01235663508837365,0.012675395684304756,0.011849042219222939,0.007020269741754452,0.006978893627980622,0.007297798927301886,0.004602470918670207,0.007966217586156898,0.005158849310005587,0.0038811765765854934,0.003647176987136927,0.00235917871942897,1
5093,0.0004314125512474798,0.0,0.0,0.0,0.0,2.7987357901496435e-05,2.7987357901496435e-05,0.0026127031862661874,0.001402427606228237,0.0017344760937878716,0.0017649966565282502,0.0018948409548183393,0.0022460912396196527,0.0016747418988646908,0.0033953660223149796,0.003017394982031611,0.0023772021403291833,0.001081697884167302,0.002377202140329183,0.006034466218698755,0.0022498507187398414,0.001777865441672724,0.0016175005806422565,0.0012675168982603838,1
5153,0.05648156321709533,0.010859767424610542,0.0005324532847216707,0.0031171562739935,0.007010225146528037,0.009139818675547752,0.009111556744368822,0.07630228188728741,0.27738621116602896,0.3657206176627064,0.34300866257919743,0.38412498502795095,0.42478545568636844,0.34295675717790686,0.34854696263022605,0.3487631395319579,0.3228812794977958,0.33462582382375783,0.26165850465878365,0.217592253571067,0.1592367912477749,0.13789922692893025,0.11126358867282077,0.07794567390813009,1
5168,0.03125880962204917,0.016353838747901,0.010540164938088875,0.0030115766003054926,0.0029944368975947104,0.009979616836489935,0.016411614057844425,0.08308027141361779,0.2418998523915619,0.2744462743812344,0.2216163260911008,0.2213460168995643,0.19936162041423397,0.20886630499136927,0.25711960933201283,0.23019460592516902,0.20601711825780006,0.2051451426715833,0.19286903721556145,0.21248205344180082,0.1893283126028024,0.1770014117519448,0.14215928071284203,0.09392333304670011,1
5176,0.000894378151140591,0.0008701357707607955,0.0011485792174045061,0.0011572805751119222,0.0008614344130533799,0.0,0.0014686677598428441,0.007123012317408744,0.02184324075992924,0.02811412712800327,0.02183314313266499,0.027226264901461267,0.021423855580043654,0.018999900165108313,0.015526662170215706,0.020358566554228404,0.020826719860518445,0.02215663132022825,0.021744409545667604,0.02672810207902332,0.013197490843690705,0.013399949186895741,0.01023405125088277,0.005480924509422426,0
5188,0.0014162338874964642,0.0,0.0005056748436715144,0.0,5.810137184314483e-05,0.00047819389526197455,0.0013798082694895697,0.0033319105345186754,0.012890165179709971,0.014517498415275379,0.015763184746564105,0.016692597294202742,0.01742220200511673,0.013374130683031274,0.015694790060587858,0.01296816483466183,0.013053283357398261,0.013028103966162063,0.004946379190321765,0.011825569589752215,0.00441799333655601,0.006194721581999754,0.004325769611899765,0.0029945531177520074,1
5198,0.002486030462433439,0.0001427476313004008,0.0004352473634190725,0.0002878792721597679,0.0003939310008936567,0.0016675919506479874,0.0021238373982100513,0.006285916319983493,0.03062044892070977,0.02770728209629775,0.028268990362707858,0.029037735300336053,0.028807751633112222,0.027369335169281406,0.02556154684943841,0.026979049693040543,0.020462478389557556,0.0183915078891003,0.011729996944099966,0.015091126598114605,0.025032333091336848,0.01601571447995788,0.00784174503187513,0.0038531524176616014,1
