,cellid,smsin0,smsin10,smsin20,smsin30,smsin40,smsin50,smsin60,smsin70,smsin80,smsin90,smsin100,smsin110,smsin120,smsin130,smsin140,smsin150,smsin160,smsin170,smsin180,smsin190,smsin200,smsin210,smsin220,smsin230,smsin240,smsin250,smsin260,smsin270,smsin280,smsin290,smsin300,smsin310,smsin320,smsin330,smsin340,smsin350,smsin360,smsin370,smsin380,smsin390,smsin400,smsin410,smsin420,smsin430,smsin440,smsin450,smsin460,smsin470,smsin480,smsin490,smsin500,smsin510,smsin520,smsin530,smsin540,smsin550,smsin560,smsin570,smsin580,smsin590,smsin600,smsin610,smsin620,smsin630,smsin640,smsin650,smsin660,smsin670,smsin680,smsin690,smsin700,smsin710,smsin720,smsin730,smsin740,smsin750,smsin760,smsin770,smsin780,smsin790,smsin800,smsin810,smsin820,smsin830,smsin840,smsin850,smsin860,smsin870,smsin880,smsin890,smsin900,smsin910,smsin920,smsin930,smsin940,smsin950,smsin960,smsin970,smsin980,smsin990,smsin1000,smsin1010,smsin1020,smsin1030,smsin1040,smsin1050,smsin1060,smsin1070,smsin1080,smsin1090,smsin1100,smsin1110,smsin1120,smsin1130,smsin1140,smsin1150,smsin1160,smsin1170,smsin1180,smsin1190,smsin1200,smsin1210,smsin1220,smsin1230,smsin1240,smsin1250,smsin1260,smsin1270,smsin1280,smsin1290,smsin1300,smsin1310,smsin1320,smsin1330,smsin1340,smsin1350,smsin1360,smsin1370,smsin1380,smsin1390,smsin1400,smsin1410,smsin1420,smsin1430,h/w
0,5056,0.015916460807090534,0.008288149815419685,0.009067576424840624,0.0018390245010225135,0.015678096544646063,0.0066000600902848365,0.002266380142712794,0.0012216634663992619,0.011844513151563372,0.005347419968295364,0.00035595886320527296,0.0005209083240503056,0.006695630128361529,0.0,0.0,0.005258430252494045,0.005436409684096682,0.011395595078939684,0.0,0.0,0.0,0.0,0.005258430252494045,0.0008787345739515925,0.0,0.0,0.016421899985886803,0.0009868258610486948,0.005258430252494045,0.016421899985886803,0.0003429288924476693,0.0,0.009055924671564452,0.016131249620687415,0.01091037634605895,0.008565002931412763,3.475049795018853e-05,0.005601359144941715,0.006823022611340978,0.005436409684096682,0.004371491181507699,0.02792433003431505,0.039606605984837034,0.052930240302798644,0.030919491746910062,0.037830105525114205,0.05288945780174706,0.07881584405433352,0.2526272835077005,0.21834558051026817,0.16550072723601297,0.2909661766318006,0.36627770654007075,0.2645894735575298,0.40076820095353455,0.3811191379479405,0.24996854246270644,0.4149966837407501,0.4274368688403882,0.4453414848295886,0.4583149796569428,0.4226663969665074,0.6220454484634539,0.6058312340250173,0.5036294629607801,0.4755809203452943,0.4901887726839321,0.5504004945231333,0.5077978639955602,0.5268174208701054,0.36882379123020537,0.43267177123284667,0.47145024228375987,0.5217874991263288,0.4644691112454783,0.6364389627511976,0.543162832912794,0.42655235510205763,0.4912371951136756,0.5235539607804441,0.5352724449036882,0.5089292148700936,0.5386119069707774,0.5760636333862327,0.604832337053834,0.5531078371582492,0.4789307648046506,0.42118273991636984,0.29573132226495347,0.46409072634946436,0.41304914896697914,0.44779388021881095,0.4104580553634467,0.40693657858122373,0.33612295005246356,0.3377172103993893,0.38284497361279224,0.4502024305187777,0.38615605545320014,0.4023331703020565,0.4032875448670785,0.4673738992945196,0.38126922320366075,0.4897378788825976,0.3669063056531612,0.3139666964665048,0.31100122217157916,0.2781113138072516,0.30024414602145055,0.25160843064950456,0.18006507149610354,0.2286592436996192,0.16251699858122443,0.15234506325569913,0.2245152233701519,0.20787350656373127,0.13740249259333157,0.14680142172669422,0.11101004303147527,0.16044906073884938,0.11679930890886102,0.073881838695087,0.06958593634848409,0.12825304544048638,0.0923845388258559,0.061431782374732416,0.13114749367832498,0.06724082405058465,0.07128744550865321,0.028226308424907677,0.05606702677362572,0.07897650786719998,0.1288403067537476,0.11852660656207802,0.15826798146895935,0.10683754900792256,0.07586017595598919,0.11011470448000354,0.13171324945843504,0.10489911116411818,0.050376533042439595,0.055879483825722616,0.029921790224432702,0.03257043038123878,1
1,5065,0.012629479497507574,0.015455528530628483,0.018918819861159845,0.012600139615021553,0.008532395000809715,0.00616944633690113,0.013226742198090833,0.01655021246652411,0.008798498820029449,0.0064503161140364714,0.020994543294251294,0.010594826341887199,0.008015239691049744,0.01427312135160246,0.010088169548446525,0.006725446365631015,0.008406807957038772,0.0023844772613143585,0.005942309833652963,8.014345907309803e-05,0.0,0.0,0.002971154916826481,0.0,0.0030512983758995793,8.014345907309803e-05,0.003222707964674559,0.011206429689426046,0.01112628623035295,0.024344453140843793,0.004820328291798464,0.00969583428329704,0.005662912140462105,0.0,0.006472091625069745,0.0030635066481995345,0.004077565656763232,0.0031982914200746485,0.004191005417806244,0.008993608209552542,0.007795236177862367,0.013657499554680234,0.016098872680089932,0.014212201064524945,0.013745803269340526,0.02771700282680366,0.028420124567643028,0.05568678861600033,0.14305022038679027,0.12680995436856338,0.1312864044212423,0.13485769598274153,0.15719939643010028,0.20592810678372403,0.18703315898624032,0.18428533362845806,0.2748799300754331,0.24395837892053393,0.177838778279984,0.2136203486871284,0.33444423991548944,0.24953402142815553,0.2350330937757814,0.347109217632832,0.29784160931075604,0.2766689695216949,0.27822936253435715,0.3011035251895777,0.2659333032517661,0.2270369209571452,0.2491282335158842,0.5162230695210129,0.5332499209139223,0.23126170575504618,0.2888425102561369,0.29322541355053844,0.2573801951096934,0.27176369983173293,0.24794991670952052,0.2385215100562711,0.2519707197568133,0.2312418408351269,0.2573263153038382,0.23441815905604263,0.2912001321772536,0.22812593399201245,0.24019388261373678,0.20834792306351177,0.21630331051889218,0.24472146911306572,0.3079280246806442,0.23547594623589577,0.2289631848518104,0.22821769871805087,0.22588045733911452,0.23670613870395404,0.24269015867071414,0.2015788679771403,0.20923919834589463,0.26496129813772046,0.20987080389876334,0.2224176999937764,0.1869423390799526,0.19178560615971246,0.23448256024178124,0.2349620476270803,0.18202142086882053,0.2124007107283269,0.21990344105440673,0.19091111177893266,0.21796499139982173,0.14669191882815713,0.13867277759884733,0.14734851898641205,0.1832275925860177,0.20683436468208502,0.2102833924520212,0.13252972751094358,0.1766839294332139,0.15137729701283692,0.12628408187667872,0.12491297351467355,0.07575475103322467,0.10630377186322447,0.12860912836117558,0.11181960563437163,0.11728401916842288,0.0788339339312709,0.08320466406266841,0.06364447745587228,0.10175895018901729,0.09637081661937308,0.05186302987028146,0.06455959285376514,0.09435694151895067,0.05950446263055505,0.0825359101595347,0.11523387812484646,0.1528321053990971,0.0712103516209964,0.06128234949497853,0.04932889088535094,0.03897518891272386,0.028643744476599224,1
2,5076,0.0017128814143329645,0.0036422820307963452,0.006070470051327242,0.0048563760410617945,0.0028272179437849104,0.0014136089718924545,0.001413608971892455,0.0,0.0,0.0013138514910789516,0.00029927244244050963,0.0,0.0012140940102654484,0.0004987874040675167,0.0013138514910789512,0.0,0.0,9.975748081350296e-05,0.0,0.0005012848832351652,0.0,9.975748081350296e-05,0.0,0.0,2.497479167648815e-06,0.0,0.0,2.497479167648815e-06,9.975748081350296e-05,0.0,0.0,0.0,0.0,0.0024281880205308973,0.0,0.0012140940102654484,9.975748081350296e-05,0.0,0.0001995149616270063,9.975748081350296e-05,0.0013138514910789516,0.0031264903862254206,0.004046306912385657,0.001812638895146468,0.0005012848832351652,0.0011995872489296887,0.007564823234542043,0.008977436896651982,0.010620559326115714,0.00888167906439126,0.016470510526759758,0.010216534444526405,0.018487659341868534,0.01404981494373181,0.022736495891161224,0.013427768690626951,0.022299946288527515,0.023838804729022344,0.014348580526569704,0.0116156366550831,0.01798785821859579,0.013336010506919013,0.01669299125107551,0.02627149925770864,0.03407335713325739,0.014647364518830313,0.016583750713194026,0.011519371963219761,0.014161064510601043,0.016274995213685535,0.02101160519466015,0.019826974074803872,0.019504229010072007,0.02083309412208934,0.013432256789359632,0.01009724649810936,0.012420682079491456,0.02009178866849991,0.006257468871183523,0.012216679019131768,0.017976355796030293,0.010814055273692426,0.0164979827976039,0.026061975969988323,0.0299047866816169,0.013855294940440098,0.010006005510513805,0.006659503133207802,0.015655934889928228,0.007982837681354733,0.011625119712151077,0.02539567079271605,0.025274431309176216,0.011713891966511469,0.018579905975756376,0.016478002964262706,0.018379873818016985,0.027061042610998724,0.018986935196115946,0.01776384657896242,0.018088600672682042,0.02505291714871051,0.014438337754202845,0.017774850214838253,0.0335135590180961,0.024850397848313242,0.01566345607336365,0.015450936519786016,0.014256822342861764,0.00930520566565163,0.009998513073010855,0.026754794927167643,0.013553018159229324,0.015461921746239131,0.012316436499945271,0.01807963481172644,0.00928170429742779,0.01971126515513445,0.024668393986792256,0.0062654681682890855,0.0059596985981281445,0.008573890128732805,0.007656571081740218,0.009214414045793725,0.013048747346646612,0.014664368759333723,0.02002052751424555,0.00574317939599773,0.004026298333111983,0.006869525207617785,0.0034357527453365263,0.007170299819443428,0.009080198716235749,0.014332600341781292,0.0070665426900771424,0.005756690847550972,0.006052958951221218,0.0021119113375869776,0.0015133664527059575,0.005260400922651105,0.017199328584510933,0.0028297154229525593,0.00030176992160815846,0.00020201244079465512,1
3,5085,0.0005399683823373809,0.0,0.0,0.0014604456486248764,0.0005399683823373809,0.0,0.0,0.0,0.0,0.0,0.0005399683823373809,0.0005399683823373809,0.003779778676361668,0.0043197470586990505,0.005399683823373811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005399683823373809,0.0010799367646747622,0.0021830778721586585,0.0,0.0005399683823373809,0.0016199051470121438,0.0010799367646747622,0.0,0.0010799367646747622,0.0010799367646747622,0.0005399683823373809,0.0,0.0,0.0,0.0,0.0005399683823373809,0.0014604456486248764,0.0005399683823373809,0.0005399683823373809,0.0005399683823373809,0.0010799367646747622,0.005939652205711193,0.005274559111629025,0.002159873529349525,0.0052994721339565485,0.0005854336128132067,0.0037797786763616686,0.009861586010742699,0.006020395677971941,0.005780192707323925,0.007434432640978549,0.005127938736593495,0.0069880468542536526,0.004366155744317316,0.01202163777085871,0.005470062076177161,0.006033234801323678,0.0033573624568218547,0.01503345952906012,0.00970920619846481,0.014993989993701884,0.006549998840851925,0.014194350423559975,0.00887617529682286,0.00804477927611928,0.010339964505904499,0.012700475748517914,0.01117324743689296,0.009811304798166954,0.010951432826954165,0.012521333698544768,0.00758276169553247,0.00960714529367981,0.0163427788770048,0.005860757948818182,0.011617924544099467,0.015479390147864322,0.006882390359665382,0.00982337869714274,0.012368577092542295,0.011249311328358647,0.00787589801341706,0.01675015029629217,0.006964842511444519,0.0058754839824548015,0.01034185141618938,0.008662698460207233,0.007985531467149276,0.006365626320137132,0.0101454049964988,0.010780664653967058,0.006241717425072898,0.010585161689418917,0.0058266013929421925,0.009851399022051796,0.005481192520010509,0.0017502964331614487,0.00910074647360896,0.008031940152767543,0.008584747658456663,0.0053226764767656835,0.005973986992353674,0.010099939766022975,0.009202666842544614,0.00895241741905504,0.006010030458514544,0.005263428667795679,0.003779778676361668,0.0044708687837631475,0.008788907162943805,0.004401255755335747,0.008265828661682129,0.013911474892946312,0.009297648061220232,0.0063888306629462654,0.0038937352493559623,0.0027470158216811227,0.005358719942926554,0.004481234003220543,0.004894050227678911,0.006320161089661307,0.007240638355948802,0.005895270966227153,0.0011031411074838952,0.004409734064508261,0.0074233021971452035,0.0022043953046829096,0.00649075103188192,0.005446092508992078,0.003802983019170802,0.0010799367646747618,0.0017374573098097115,0.006502824930857707,0.004132162803216262,0.005780192707323925,0.004564000787071029,0.0029208912972497527,0.0016431094898212767,0.0020004140309622578,0.000551098826170727,2.226088766669226e-05,0.0,1
4,5093,0.0,0.0,0.0026999695601069938,0.0,0.0,0.0,0.0,0.0,0.0011613976946004438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026745995642400087,0.0008999898533689978,0.0,0.0,0.0,0.0,0.0011613976946004438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011613976946004438,0.0008999898533689978,0.0,0.0,0.0,0.00013372997821200025,0.0011613976946004438,0.0,0.001933709684949996,0.005795076939657434,0.0017999797067379958,0.006445570485139771,0.00013372997821200025,0.0008999898533689978,0.0012951276728124443,0.0002674599564240005,0.0,0.0004011899346360011,0.0008999898533689978,0.002833699538318994,0.0017999797067379958,0.00026745995642400087,0.0,0.001301179788004999,0.0008999898533689978,0.00013372997821200025,0.0,0.0029613774013384393,0.003763757270610442,0.004651642893594331,0.00013372997821200025,0.004122775095938882,0.0030951073795504403,0.0029613774013384393,0.0,0.00013372997821200025,0.005661346961445434,0.0038613672547074375,0.005028817064500437,0.00013372997821200025,0.005922754802676879,0.00013372997821200025,0.0,0.0037336893916879916,0.0008999898533689978,0.0,0.0056673990766379885,0.006433658951794985,0.00449994926684499,0.0013011797880049993,0.006822744656045877,0.00322883735776244,0.0019337096849499965,0.0015625876292364453,0.0008999898533689978,0.004761357108076434,0.0011674498097929986,0.0008999898533689978,0.00026745995642400087,0.0017999797067379958,0.004919102850018331,0.0008999898533689978,0.002833699538318994,0.0021035596572770024,0.008774417989533214,0.004761357108076436,0.007351612453701323,0.006579300463351772,0.0010698398256960041,0.0034841930838013313,0.0,0.00013372997821200025,0.0,0.002195117526181442,0.00013372997821200025,0.0008999898533689978,0.0,0.0030951073795504403,0.0,0.0005349199128480017,0.0012951276728124443,0.0005349199128480017,0.0008999898533689978,0.0019337096849499965,0.00026745995642400087,0.0008999898533689978,0.0017999797067379958,0.0,0.0,0.0008999898533689978,0.0,0.0026999695601069938,0.0,0.0,0.0011674498097929986,0.0017999797067379958,0.0017999797067379958,0.0,0.0008999898533689978,0.0010337198315809979,0.0,0.0,1
5,5153,0.010256715630781624,0.013288745768821067,0.0178451381827735,0.043468638873192134,0.0068131493988558885,0.018811657484644684,0.012203739442253019,0.0020782068900641057,0.0031086542128780557,0.00020416950585996625,0.003316045525960082,0.00017253020677059175,0.0026353747970355155,0.0013150967245291847,0.0,0.0,0.006900080007132157,0.006893062392334579,0.0077731907776988395,0.0,0.00259106359256628,0.0,0.0,0.0,0.0,0.000785281924986214,0.0013980336432018368,0.0,0.0,0.0,0.002196771660933893,0.004981139976625043,0.0,0.0,0.0008169212240755891,0.009962279953250086,0.0,0.0,0.007454343211162774,0.010814983406882946,0.014112120343797989,0.01488719258548437,0.006121194640646232,0.03558816068320674,0.040738540174599186,0.04537384251494948,0.10826921713371096,0.12524110219107004,0.209681907923754,0.14187738112152162,0.19655155313903136,0.15834620863238738,0.21172962147370245,0.17276780492809193,0.21826257637326946,0.24009600720008858,0.1763373239538982,0.22930386537789357,0.34897360768304125,0.45999800561978355,0.45633488355101753,0.2745110814107626,0.3703646083161678,0.34137908716372367,0.33346714601482486,0.35167603384240864,0.26991820903653985,0.28260244196542866,0.22757137844862882,0.2280097403363057,0.31127514815077484,0.2939066660581365,0.3956304767525258,0.254061476246728,0.3059948388640524,0.3703136209603523,0.3546571987792803,0.31348721155268255,0.24507287985268633,0.21863383443404388,0.28852593322320813,0.3131800600920109,0.30392655122186146,0.2893562194798185,0.39682114157778886,0.23080509418343875,0.24733074541061387,0.2566378857908117,0.2790906044886344,0.2608952689548555,0.27779627089155523,0.35311058276422574,0.2551407337978266,0.28276402654179805,0.3067560825278987,0.29700708015952487,0.31751446651784915,0.2518925667260491,0.3200979526074226,0.3635875747371627,0.1548766711797577,0.34270727744036866,0.25613677505934007,0.24201024411359817,0.26925082106372994,0.2535646364517471,0.18495512049183302,0.1925357956824702,0.12521089128040042,0.21027440304482312,0.15398038973979228,0.14677151427648816,0.24919722156221166,0.16720185404658905,0.26003732481646324,0.24383131924135998,0.17740385569438036,0.224105199176517,0.17333114128805027,0.19176384270065344,0.10761279703102054,0.154455416037815,0.1248133007651048,0.09137386141438719,0.1109237761694517,0.053302081403769214,0.10885832965584623,0.099599035023434,0.11544420970209386,0.10115441190879296,0.07109820437671574,0.09385087255834174,0.04989361013265004,0.0697485489951142,0.1186173910036174,0.0775989038908446,0.1341573422494897,0.08233032226672,0.05951026547554184,0.048012647014962245,0.02109502351195789,0.04248544892476258,0.03511760424686372,0.02097220301423374,1
6,5168,0.02634118140700365,0.0285201182639137,0.014586244318524202,0.017461613706138433,0.010522127129337849,0.008265565851131914,0.02978161792586761,0.0,0.017853683191710695,0.006991157941361666,0.00064062594823772,0.006299818842914954,0.01014010914846705,0.00064062594823772,0.023698953064716425,0.003841248519904189,0.006299818842914954,0.0,0.0,0.003149909421457477,0.009449728264372431,0.003149909421457477,0.0,0.008590990120018854,0.02437261217940437,0.007682497039808377,0.0,0.0012812518964754405,0.0013251210599792374,0.0,0.0,0.0,0.0,0.014673654981170042,0.013388066267511541,0.005496716196193142,0.0027989684440219396,0.003149909421457477,0.007181687824621019,0.007963272419597458,0.008421669434829568,0.016537975688969017,0.023253464297300637,0.024694950986089554,0.051469799829294116,0.029557714135915458,0.09493122087349473,0.07461890571523154,0.1753118059440416,0.21948775417024197,0.15643038537985562,0.21407975138819024,0.11777228257815926,0.21132537658073888,0.28809080665703574,0.18452496020755163,0.12543206730372156,0.19454868801416292,0.18214823826354257,0.1882977988033337,0.16074316925401938,0.18249225019301302,0.19626216186491544,0.2568102583495977,0.1686033070987256,0.27086694519867527,0.23039469968210363,0.17933915591380897,0.1360674699308607,0.17505909646148074,0.14767868838786607,0.19127138107327396,0.20692200983068454,0.12949923552932852,0.272442263447957,0.2040797890188602,0.17698373285505256,0.16656823879991203,0.1864984729043358,0.19037103455068552,0.21227535559042232,0.15451648264342865,0.13146206816017839,0.1837177300307545,0.16328287658884622,0.17831447092678873,0.1708501736151582,0.16275587819391385,0.20388158873533746,0.15700618715385692,0.2860568593361036,0.13345908219153219,0.22919163599429604,0.1461779267026038,0.1629216822792934,0.1805497984605284,0.1960031478909923,0.19295642363997306,0.17736762005798165,0.183248000467277,0.20750545673483656,0.1856101358783078,0.2067570245332515,0.21015891813832277,0.19973504817115217,0.1125465801758622,0.17493919685160175,0.16466453131152367,0.15394217522667142,0.11705957249153723,0.17800161840800618,0.09925605489348725,0.11917184766124735,0.1805691602773593,0.18606330146430375,0.24798040705801708,0.14144858497217136,0.16741575816668594,0.15342829906519642,0.2368313073894705,0.1598723702054818,0.15707346073363726,0.12760255924535238,0.14939641787830407,0.1302409700909588,0.12418018136240629,0.11895355033636838,0.12489740381705541,0.1006403920461743,0.16434749970060522,0.13351543655868506,0.19860236966973432,0.11405749237306285,0.12809477694306975,0.13363565763029123,0.09981738883829731,0.11845587590851221,0.09707035995436929,0.0880889310343267,0.056722154994842094,0.14437510884707064,0.06977222162059037,0.06067884545293642,0.033801252321900975,1
7,5176,0.0013720433548860306,0.004234189584391887,0.006978276294163947,0.005527526592788721,0.0027440867097720616,0.0013720433548860306,0.0013720433548860306,0.0,0.0,0.0013720433548860306,0.0,0.0,0.0013720433548860306,0.0,0.0013720433548860306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0027440867097720616,0.0,0.0013720433548860306,0.0,3.9353173244597705e-05,0.0,0.00011805951973379352,0.0013720433548860306,0.0027440867097720616,0.004116130064658092,0.0014113965281306283,0.00015741269297839125,0.00015741269297839123,0.0071817138547309095,0.008394120618523892,0.01113375953206664,0.00850995624014303,0.016742216369459214,0.011251819051800432,0.01799620020461145,0.01384071696670876,0.023801422908227014,0.012707016549404971,0.02098752544442439,0.023655129705821915,0.013963224282671865,0.011055053185577443,0.018123155316803873,0.012466449713708073,0.016709534890558587,0.02647125106773919,0.03595527113409296,0.013917199415083297,0.016823146614063065,0.01121468977667049,0.013799139895349505,0.01650387343187697,0.020860570332231966,0.019492974773575245,0.019372691355726793,0.022309096135492534,0.012632757999145091,0.008512180138257684,0.011138207328295952,0.01952788015059053,0.005886152948219417,0.011173112705311235,0.016825370512177723,0.01003941228800745,0.016938982235682198,0.026443017385067883,0.030747017723490335,0.013919423313197954,0.009842646421784463,0.005842351978745505,0.015416197882161751,0.00737625582283924,0.01117756050154055,0.026385873026906034,0.02634874375177608,0.011254042949915092,0.018243438734652326,0.01674221636945921,0.017144643694363818,0.025494963343413796,0.01819963776517841,0.01710529052111922,0.016825370512177723,0.024976700396890053,0.012820628272909453,0.01733251396812818,0.03366186051492873,0.02533532675232075,0.01682314661406307,0.015330819841328582,0.013840716966708758,0.009842646421784462,0.010157471807741241,0.026436345690723916,0.014081283802405661,0.01549045643242163,0.011133759532066639,0.0180771304492153,0.008708946004480673,0.020858346434117308,0.026781628657466663,0.005999764671723894,0.00568716318388177,0.007061430436882458,0.005768093428485622,0.008708946004480675,0.014192671627795483,0.015289242769969328,0.020779640087628105,0.004393826175484934,0.002945300372224366,0.006980500192278605,0.0029014994027504524,0.007056982640653142,0.008468379168783775,0.013882294038068014,0.007137912885256997,0.0055668797660333195,0.005571327562262633,0.0014113965281306283,0.00156880922110902,0.005488173419544124,0.01920860696840443,0.0027834398830166593,3.9353173244597705e-05,0.0,0
8,5188,0.0002776216039405292,0.0007190992764932375,0.0004414776725527085,0.0,0.0002776216039405292,0.0,0.0,0.0017296762696762053,0.001215744081120437,0.0008054099052454979,0.00040270495262274874,0.0008054099052454975,0.002013524763113745,0.00040270495262274874,0.0,0.0,0.0,0.002431488162240874,0.0,0.0,0.0,0.0006078720405602185,0.00040270495262274874,0.0,0.0006930730216454032,0.0,0.0,0.0,0.0,0.0,0.0,0.0006930730216454032,0.0010105769931829673,0.0013861460432908067,0.0006930730216454032,0.0006930730216454032,0.002298775590306464,0.0013009450622056217,0.002601890124411244,0.0013861460432908067,0.0013861460432908065,0.0013861460432908067,0.0015372556468208607,0.0035312737306718864,0.0030055775257466673,0.0039687438090617345,0.004623044110777179,0.0032816432790045403,0.0073738508613574024,0.004143075566082803,0.0069013168137949275,0.007865952391877524,0.007009472425649032,0.013706618359532484,0.0051981159229956475,0.008904560614620072,0.010517258200868414,0.005625864681753555,0.010385628958628003,0.010491104747066177,0.0055961126805311534,0.007885488876280369,0.008782464689362274,0.013566276564345886,0.009455135704700286,0.011696701466194753,0.0141539814020054,0.01659400667320289,0.009063442686183521,0.010985845457962957,0.013971942622419983,0.013578935907760008,0.016463359879675156,0.018899379638406627,0.01297093666824539,0.012609096531932349,0.008373968211958285,0.01483500912524594,0.01508304308319135,0.008068888780428154,0.010178242575356385,0.011725920708486444,0.007788242031037442,0.006574641527635839,0.009727666384783958,0.011241347520237187,0.0073825897322766666,0.009368978592875502,0.010187108645230052,0.012580679337299236,0.009248053118979705,0.011431953526290745,0.01034020946415853,0.012974147734648054,0.01409737129313646,0.011790299232468856,0.008160736536052853,0.010714282901525764,0.00846393819182564,0.014189766698510936,0.02869030347235193,0.018521767891561278,0.015530721327267995,0.006970699705719073,0.012273983251391526,0.005432461610185537,0.01103306816518153,0.00524155676072645,0.006264793097323541,0.006918171754021238,0.008608313899148175,0.00882739790352977,0.016404283113405617,0.0040216778864887535,0.006151967012407958,0.008983610423823563,0.013373702424563066,0.00686225253968328,0.004444885726400219,0.008044733577866704,0.004960695690713332,0.005500781333071336,0.007157020638031807,0.0,0.0035292310339343756,0.003189386476637147,0.007188967903128765,0.004739388588540133,0.00332491919575518,0.0055115228234417155,0.004812926434237193,0.003933978683294636,0.003063193480287852,0.0047381982205473875,0.0034797545456598015,0.002004759574221404,0.004266191096326164,0.0030515566628728018,0.0020936085023689948,0.004255104283921529,0.004657809236544278,0.0004424601212653832,0.0017780694282567794,0.0013009450622056217,1
9,5198,0.0005518264519489825,0.001388544570917456,0.0012339071860720328,0.009240448127458185,0.002092702916360887,0.002701830814027391,0.0011856915903191356,0.0,0.0,0.00013934013213869187,0.0010265793382110374,0.0,0.0013687724509480498,0.00013934013213869187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00034219311273701235,0.0,0.0,0.001103652903897965,0.0,0.0002605085643481361,0.0,0.00034219311273701235,0.00034219311273701235,0.0016554793558469475,0.00034219311273701235,0.00882922323118372,0.0,0.00034219311273701235,0.001176605740354511,0.0005070625317335171,0.0014643718545965195,0.00034219311273701235,0.0018065649673335324,0.002434896029097899,0.002092702916360887,0.0025840142151018035,0.0021500043620784086,0.003961872516014478,0.020609343542201886,0.01150130393130151,0.018647333746772982,0.02428229496801301,0.025874671382779865,0.02993368135601069,0.023576257630093665,0.03177429528954851,0.026407701417776673,0.03036397143147581,0.03081648744077057,0.02800377604255198,0.033197828939765854,0.029018637849441687,0.025320715552190173,0.02499601882360013,0.022725760251973353,0.034683214533422456,0.032469864388251946,0.037554483351053713,0.026212508327925176,0.020769716954082116,0.03749737515562559,0.0237813914936719,0.02609029329001916,0.02270288453526154,0.02215134959930473,0.022092782445456996,0.01977124302578628,0.016864150173470725,0.023683545496627285,0.025075995776083805,0.041695249885287805,0.02105590699289134,0.009577686334308031,0.017748506862729236,0.020150996617051734,0.012392324342572517,0.02098448387664766,0.02376737602125938,0.016114030828243236,0.01585619677104264,0.014394963134486315,0.022780497098439406,0.04085586887127066,0.02351149849962617,0.02284927711588371,0.017019214312759042,0.027674774631245704,0.021865407041994276,0.029134223724283054,0.018181765613897224,0.014953115964763081,0.04308015591085513,0.022784923018830647,0.03222383422411379,0.01925151140146951,0.024332716896127374,0.025002291521292384,0.019198296818727256,0.030833689233156165,0.009710303124295825,0.01538449387266607,0.008553950026775493,0.004524400115732511,0.007630452385333959,0.007867860402204302,0.006941140780828853,0.00940073311452751,0.01752256568273183,0.01503880506420107,0.012341078643476371,0.017345836289213774,0.008027569558210497,0.015610639127196558,0.01220126919486765,0.008701118317624141,0.007656609578733911,0.008127508239120888,0.008086810481384146,0.012364431476378843,0.006152665739024081,0.005672363898391973,0.0028984723918836055,0.0037528081326740513,0.005028903115904165,0.004965191785532979,0.008290416022001298,0.006309625154000229,0.009201102369430935,0.004729774599920787,0.002688839052671635,0.009351145107502097,0.005569493882658285,0.0037583144641053414,0.0031833640589030957,0.006014771828968235,0.00817814983560919,1
