,cellid,callin0,callin10,callin20,callin30,callin40,callin50,callin60,callin70,callin80,callin90,callin100,callin110,callin120,callin130,callin140,callin150,callin160,callin170,callin180,callin190,callin200,callin210,callin220,callin230,callin240,callin250,callin260,callin270,callin280,callin290,callin300,callin310,callin320,callin330,callin340,callin350,callin360,callin370,callin380,callin390,callin400,callin410,callin420,callin430,callin440,callin450,callin460,callin470,callin480,callin490,callin500,callin510,callin520,callin530,callin540,callin550,callin560,callin570,callin580,callin590,callin600,callin610,callin620,callin630,callin640,callin650,callin660,callin670,callin680,callin690,callin700,callin710,callin720,callin730,callin740,callin750,callin760,callin770,callin780,callin790,callin800,callin810,callin820,callin830,callin840,callin850,callin860,callin870,callin880,callin890,callin900,callin910,callin920,callin930,callin940,callin950,callin960,callin970,callin980,callin990,callin1000,callin1010,callin1020,callin1030,callin1040,callin1050,callin1060,callin1070,callin1080,callin1090,callin1100,callin1110,callin1120,callin1130,callin1140,callin1150,callin1160,callin1170,callin1180,callin1190,callin1200,callin1210,callin1220,callin1230,callin1240,callin1250,callin1260,callin1270,callin1280,callin1290,callin1300,callin1310,callin1320,callin1330,callin1340,callin1350,callin1360,callin1370,callin1380,callin1390,callin1400,callin1410,callin1420,callin1430,hw
0,4263,0.004815095943586272,0.0020540051965804622,0.003790451370697274,0.0034519851012856533,0.0,0.0017085580194405399,0.0020818933512567334,0.0020540051965804622,0.0013979799047051918,0.0003481404501891144,0.0,0.0017364461741168112,0.0,0.0,0.0,0.0,0.0020540051965804622,0.0,0.0,0.0,0.0,0.0,0.0013979799047051918,0.0,0.0,0.0020540051965804622,0.0,0.0013979799047051918,0.0,0.0,5.57763093525427e-05,0.0017085580194405399,0.0,0.0017364461741168112,0.0,0.0,0.0017364461741168112,0.0062130758482914624,0.0014258680593814631,0.0,0.002795959809410383,0.004504517828850923,0.011095023649569092,0.0017740085095705779,0.01750668992064966,0.024828074805858934,0.026923972400558435,0.03337007721468497,0.023935387696663122,0.03881619866582327,0.05507522012229626,0.05548905314178797,0.04372083149803729,0.0433741443895543,0.07912407305017612,0.08596729650297856,0.09427134693629159,0.06318646096618062,0.07222316979834988,0.08211380049344942,0.10051578979744993,0.11075600199955488,0.09216145906295618,0.06368390936459718,0.08109139487295941,0.08820496749238066,0.08312811481048905,0.07435857734076452,0.07525041050675449,0.08597201529251224,0.07818187891449974,0.11217554430512294,0.0889252349008933,0.10185163991688805,0.06986044782856911,0.08639380114182446,0.07774374606059577,0.09379371285711559,0.08727503901020409,0.07151398923163017,0.07876558127915428,0.06086141196281246,0.06272692834206885,0.0921898802538628,0.06918184302389287,0.11547234895094483,0.08384011052994342,0.07459579050082712,0.09786089531668557,0.08626141918039448,0.09997597107636876,0.10989485212534864,0.0936939272767497,0.09901472518455964,0.08556785080047451,0.0856162273576855,0.09589225739085004,0.11049630845201835,0.13143006717127084,0.1120057297916112,0.13372079937855635,0.10721544548024604,0.12514758517164062,0.10728168237923304,0.1232702283976235,0.09935614038792005,0.09321218872272066,0.10725175603514366,0.11954794247937209,0.12042960975531088,0.09454792257265791,0.10083019866756172,0.07236288420875414,0.12530139147568864,0.09645728113338595,0.09537605150020735,0.08332372664171321,0.08131840175691149,0.07649003072199241,0.07944362677235203,0.05670775941505019,0.055603063611487494,0.05952490303538224,0.07038687070278996,0.07225074173770747,0.041093937167123666,0.03896324841424269,0.04818995195799693,0.02902942384382617,0.04897207864733466,0.03224821726353879,0.0236629989932555,0.030976397375200162,0.03341829441336149,0.00947570963432435,0.02036810022019008,0.03167232594852679,0.020873827097504828,0.013921757880773534,0.01018462496843437,0.008612528222011846,0.019018487300985768,0.010380957191415446,0.0038001255514747683,1
1,4264,0.0013656262998182178,0.0036454895001019785,0.0070975285110164675,0.0036454895001019785,0.0,0.0009977829958318304,0.00641471536110736,0.0036454895001019785,0.0,0.00022459032792412602,0.0,0.00345203901091449,0.0,0.0,0.0,0.0,0.0036454895001019785,0.0,0.0,0.0,0.0011197324154587336,0.0,0.0,0.0,0.0,0.0036454895001019785,0.0,0.0011197324154587336,0.0,0.0,0.005538451722010762,0.0006828131499091086,0.0,0.00345203901091449,0.0011197324154587336,0.0,0.00345203901091449,0.0013656262998182178,0.0059898222421592194,0.0,0.0,0.0006828131499091086,0.0,0.0029938161889295077,0.01929245735907996,0.01864487902877926,0.018003041999908063,0.024696562431301826,0.03781827069346654,0.040690530387118465,0.07289337871620348,0.042121536420383056,0.046171404381351554,0.049923984111071844,0.07896520078189084,0.10347297482836851,0.08337636469059614,0.08998975572952853,0.0986542766020365,0.08067918705700865,0.0910449157203332,0.0905157722465534,0.08663156305870928,0.10554830284246071,0.09004752123576461,0.10439260200978756,0.10763701783873551,0.08768298332265351,0.10878779331225041,0.08711664918792579,0.07505359921860226,0.1055368444949681,0.10710055541444789,0.11186083677993056,0.09915211863934953,0.10882125008236371,0.0897127913020115,0.13545285114000716,0.10958009902073781,0.0626561460702536,0.07792510061820485,0.08694319465539027,0.08182606234908489,0.10037902981106976,0.09904686635636822,0.12172307078130142,0.09544050930288606,0.09840021781402856,0.08437100926166076,0.07177249088277383,0.10662320538646382,0.0902105478521289,0.08954921746408284,0.10297201361318739,0.09333332914767171,0.10647043053110729,0.10797681030051896,0.1259351841923193,0.0960921193299078,0.162618179713421,0.10208401789285566,0.12166239299755066,0.10724813689310266,0.10712188215978853,0.08236852893996228,0.11794640494421449,0.10077164083874553,0.08442509937325272,0.09366847285451149,0.09865863688672903,0.07880545197040324,0.07134827402822858,0.07511883570934727,0.09801852437084188,0.08996325565666556,0.08518018873002886,0.10689927480101966,0.0926497590201404,0.06289457253552873,0.07209507568181663,0.07897036755940352,0.04097522634849347,0.04696170884490385,0.0756951906770799,0.04986551670553442,0.05359922270287004,0.039926910203469695,0.05073682286435897,0.044703235023160356,0.02553840269224927,0.026934977804829573,0.02980264248588349,0.028512358349528075,0.03477721241753136,0.016518086207654818,0.017819242965699558,0.01331879338293634,0.011474638419598511,0.013280801242363183,0.020511912395258708,0.011509358377189631,0.016556598339653773,0.014224291744198016,0.004989812243484838,1
2,4265,2.7451162968000042e-05,2.7451162968000042e-05,0.0035686234494811554,0.0,2.7451162968000042e-05,0.0,0.009086602811089256,0.0,2.7451162968000042e-05,0.0,0.0,0.0035686234494811554,0.0054905281986401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006102127785662418,0.0,0.0,0.0,0.0,0.0,0.0,0.006102127785662418,0.0,2.7451162968000042e-05,0.007164698061930311,0.0,0.0,0.0035686234494811554,0.006102127785662418,0.0,0.0035960746124491555,0.0,0.013486041665169254,0.0055179793616081,0.0,0.0,0.0,0.009059151648121254,0.012208639223864219,0.016278752035987568,0.034981203756284385,0.049340424097895956,0.0551176094941411,0.0540275880549052,0.06973503629343912,0.08032109223273395,0.10244538270828646,0.1244214080347717,0.11288535301203143,0.1208604839850451,0.1220021108297782,0.17158820233126812,0.14558818038674035,0.11305675399990088,0.13953657127447455,0.10768342352186984,0.16740097895368566,0.12907684920751614,0.13339414769924343,0.1783926570117681,0.14545530822443972,0.13409516944462235,0.13405858212992697,0.10398269024290412,0.11830606677586003,0.15446755722808087,0.15997625058555076,0.11396076791489998,0.15124204132684674,0.11597065225770015,0.11058768086904111,0.14990973655960574,0.16722829187970753,0.08145240903848912,0.1204739633278974,0.10805478843638548,0.13923469639548589,0.10066888917552065,0.13546809440071655,0.13199096059186674,0.11595336070441963,0.10429001667975638,0.10373294475927895,0.09996346495082598,0.15740513489983438,0.11328242600652469,0.10086534305517668,0.11524362191406856,0.12338308520549918,0.12970181212019857,0.17248338061281476,0.1287092999124988,0.12624406122791365,0.21743627418042136,0.09607352043165092,0.14307929234420308,0.07608928261750965,0.13617225153369444,0.11370125630775478,0.19443319798703926,0.14460357994683706,0.11725165190114527,0.11637432681629817,0.1159358080259951,0.13403319844923378,0.08896479260098077,0.15714869598302733,0.13812529203968513,0.12123563947535088,0.0971429345703911,0.10842717738574077,0.1038762013382473,0.08781504800824731,0.07856136516456709,0.09367319383027839,0.04169493112896913,0.03364074358749022,0.07096392426948185,0.08281247054120626,0.04440151626186969,0.04539372289706135,0.04667550899090575,0.05826164551202047,0.047178371831380295,0.05303821628903757,0.016580626914976214,0.018479464153706545,0.02505563013904315,0.02672541634979398,0.02422043108190492,0.016223849710051568,0.0001098046518720011,0.01351349282813725,0.03767795367878197,0.015435397577296195,0.014047122578794952,0.02758913447522441,0.011592655984302515,1
3,4266,0.006980595913526035,0.0024101575588239867,0.000819532117139604,0.004082989892604114,0.006855509133960823,0.005079200100091782,0.005469536173611877,0.01802215070541701,0.006855509133960823,0.014099197343495113,0.00032007306136442947,0.005679301095653523,0.002494227370343155,0.0,0.004699732447831705,0.0,0.0,0.00012508677956520948,0.00028512331024742446,0.0039229533619218986,0.0025866177900640145,0.0,0.0,0.0,0.0,0.0,0.0,0.0025866177900640145,0.0,0.006855509133960823,0.003794840920408327,0.0,0.004699732447831705,0.000819532117139604,0.0025866177900640145,0.004949906006962126,0.003135345333950938,0.009524551675228619,0.008743814004400774,0.00515455848829756,0.004824819227396914,0.009809674985476044,0.02450356378924465,0.013342865594536664,0.03219741121758711,0.031103105655561507,0.03667634722776933,0.059140706066686824,0.09733529586098144,0.06390311547401396,0.09287807233507755,0.09935503990472215,0.11419241503271405,0.1439744943378267,0.17016766715870457,0.1829089820949904,0.19454638124024284,0.17369145288130533,0.17100575289720063,0.13594511447915925,0.15334628969328826,0.16969130610167713,0.1742814679760792,0.15181188028752637,0.14397253361907555,0.21017166255295078,0.1510324560337878,0.17165390405176606,0.17314337468743507,0.208801245974322,0.16536146040755556,0.21140568220827305,0.17162094962931546,0.1482299135642072,0.1218534380682947,0.12122663504288647,0.12281307653923582,0.1616899948963792,0.14081025298226887,0.1406124216121858,0.16667748118466175,0.12672091125209523,0.16664649800071865,0.1262520651051188,0.1527662148195872,0.15721810736408134,0.11977664669470342,0.15491606907559394,0.12420183451228121,0.13905086388171636,0.1871138803614962,0.1595028598225794,0.14920048527604066,0.21973521278604444,0.15157499681446,0.20243703287546075,0.16595881749508984,0.1688314400959748,0.15440849510298324,0.22403957969888924,0.16242570502836148,0.24522948620571622,0.1497177006998122,0.18866602620794723,0.2078183684482176,0.2351501038391335,0.17645469156637253,0.2053076330612897,0.19788663384769176,0.19575154372323172,0.20082773278119642,0.15802788571515639,0.19589789368622784,0.16153376532310398,0.15281948910521043,0.1571567643395592,0.10625574302823103,0.13848188889792415,0.13492632087976397,0.1337840986419999,0.1270880736933292,0.06510846903470402,0.08165002892349431,0.09530792502640882,0.097175077880569,0.06488969821338265,0.1129052828298362,0.10596692227047791,0.08047087695985544,0.07293033768366453,0.05718434421498214,0.031022279921105306,0.03781746787321938,0.027043601873048377,0.028320636924968813,0.037317449298344796,0.021979631712069247,0.03524589216473299,0.026707437611300087,0.033726701114898214,0.024414800597203974,0.013245759987222498,0.013102130092442,0.024307091011273974,1
4,4267,0.010420019438517782,0.0031729770643552564,0.0,0.0056183391390479285,0.010420019438517782,0.007483232670551177,0.0029530793963186254,0.027843435636479154,0.010420019438517782,0.02243340538330151,0.0001757236291662492,0.0074669400421991565,0.0,0.0001757236291662492,0.0074669400421991565,0.0,0.0,0.0,0.0,0.0054589081382337,2.5858381868966002e-05,0.0,1.6292628352019477e-05,0.0,0.0,0.0,0.0,9.565753516946527e-06,6.0466667222400364e-05,0.010420019438517782,0.002969372024670645,0.0,0.0074669400421991565,0.0,9.565753516946527e-06,0.0074669400421991565,0.0029530793963186254,0.014933880084398315,0.0074669400421991565,0.0029530793963186254,0.0074669400421991565,0.014933880084398315,0.03733470021099579,0.014933880084398315,0.04140182385399875,0.038743290986104524,0.03654684589883822,0.0631633770686744,0.12013550904031144,0.06381893660894825,0.10353159056061004,0.09595020940649948,0.11322967138196616,0.14407701719850285,0.19038239469421173,0.20690680240619416,0.2192308141006478,0.15992403209144287,0.1720260881728063,0.14138827769293436,0.14733047841711344,0.19655846694881304,0.15586570916003661,0.16327630293838438,0.13969910779059738,0.21831964783501567,0.14882588082248752,0.18082340480315617,0.1842794778145827,0.25928369799672774,0.18015588415224298,0.22258442835599754,0.17433519796023955,0.16086823135144424,0.09598174554573219,0.12168375965710536,0.12051027292401083,0.15650226258310163,0.1201731151257133,0.16352177577295993,0.1754471107621827,0.1276467820427476,0.17308380121171113,0.1300866950896667,0.15749594163260705,0.16742877910416343,0.11949611612782045,0.17261069217543865,0.12791264858719184,0.14814802883765898,0.19192821281698008,0.1741794582865647,0.16948265334548931,0.26466549210922763,0.1619095799581666,0.2357878950005133,0.15193730496524593,0.1848617610556417,0.1501587364828341,0.2134183264129557,0.19298216694102077,0.29601430881428265,0.17788507512652463,0.20084447574080636,0.24575335011109314,0.25041707600427093,0.17867771561507845,0.24119394932635865,0.23251245779521854,0.23655668793560353,0.2240036004705531,0.18420336263668607,0.19908670905952522,0.1601818249829229,0.160279208424562,0.17658368072086053,0.10081470146068001,0.15837447098703822,0.15485811977883662,0.1623825300730725,0.13858000496756792,0.07337350672936917,0.1024974665470209,0.10746814360082187,0.10186893596880783,0.07329685470066441,0.14255638379084493,0.1316076134192604,0.0914259671570695,0.0792753711411969,0.051349992242973146,0.036594180875229386,0.04898478505367731,0.021832421345779892,0.028077602904218416,0.041289727829575684,0.023681022248931118,0.05089243149984952,0.03317228682344776,0.03346177477552708,0.025353899522916095,0.015301619971082833,0.0031546614073538408,0.027853001389996097,1
5,4268,0.009687719268963536,0.004814502761847801,0.0004842848097524493,0.0024470176005115057,0.006169698707840261,0.013547399161090278,0.0004333222703468742,0.01112137866886235,0.0022313061978141454,0.0050430358421292,0.004395299723557928,0.0018527391199085442,0.0,0.008278937041142768,0.001825361523687907,0.0,0.0,0.0,0.0,0.002545796049972468,0.0006104408554340481,0.0037145177374643752,0.0001261560456815983,0.0,0.0,0.0,0.0,0.0,0.00013483557564106634,0.005744747924733251,0.00030364711304192965,0.0,0.005736376437493386,0.00025583120298654287,0.00022845360676590647,0.005992207640479927,0.008259930932161999,0.01198441528095986,0.001825361523687907,0.004422951618221839,0.0015969079169220006,0.003299807864134124,0.019553043580110143,0.007392618381060827,0.017633894500998504,0.019752454110576103,0.012064101952195507,0.0334497804595903,0.0415737285376134,0.04006532728725506,0.0776417788079137,0.060018999344684104,0.06857156969969885,0.11452559123451,0.11046080737088364,0.12448120851463143,0.09498841717204547,0.11857426590608759,0.14502383197620816,0.12184581934051328,0.1610450668867198,0.15904259732387235,0.11098178168245783,0.10825719314978638,0.10476896015410184,0.13083915870767676,0.1501745469964488,0.17549103110450118,0.18466580722339745,0.1915850973758873,0.1384831965042126,0.13143253906758298,0.13774986333670466,0.12208453789215319,0.10821285781763781,0.1544616140964259,0.1281132959122368,0.11214080009852372,0.11708918191050617,0.15215452085702777,0.09937449136804079,0.12094995098023809,0.1594980920734194,0.11921371965332817,0.12074747393906589,0.1271047102956996,0.13507270550153447,0.1274131559825211,0.13957427817574322,0.1574662868423018,0.14394501420433603,0.15914714045085593,0.17023860609034414,0.1586582850799968,0.12201871592475477,0.16885733790335444,0.1483646534220959,0.14272454115917824,0.11038182502308999,0.21322873050751234,0.16003935950551187,0.17763203191542343,0.16419174013260077,0.18895597094874322,0.196823884407797,0.13970608042076862,0.16764170849308255,0.19248908076623492,0.15732290341447427,0.1288016492572653,0.18011859479484169,0.14258588708524036,0.15299645999175626,0.14304150403187268,0.13777643898474776,0.14779947107306834,0.09352829396735098,0.13636782731222818,0.10237291943795024,0.09207158265086322,0.12485711110121721,0.10648768937714764,0.08611620111096926,0.05577465138897916,0.0879710787047495,0.05558992434097734,0.10024012396283086,0.0828259206077924,0.05515463403238373,0.061230928169780936,0.028538801882989354,0.03850117573927149,0.019935746540842774,0.03002200507109003,0.034464980761644996,0.03625478155623152,0.015532663763983776,0.03861701092488126,0.024925783767886393,0.013761099922530053,0.017761119636117914,0.015337010731168478,0.005092726500301327,0.01095225908874188,1
6,4269,0.012344611894500257,0.0058728247821809,8.378868185694732e-05,0.0007455887684360615,0.005786228873200215,0.016217049901824,0.00015510910550742857,0.004540023138595377,1.6218211867927522e-05,0.0,0.004536273184933917,7.567957592298379e-05,0.0,0.009501233713775085,8.109105933963526e-06,0.0,0.0,0.0,0.0005800464957532218,8.753863551840831e-05,8.378868185694732e-05,0.005840388358445044,0.0,0.0,0.0,0.0,0.0005800464957532218,0.0,7.94295295844448e-05,0.005995497463952472,0.0,0.0,0.0044605936090109325,7.567957592298379e-05,8.109105933963526e-06,0.004695132244102807,0.010309091073389938,0.009151975899452278,8.109105933963526e-06,0.004698882197764267,7.94295295844448e-05,0.0007493387220975224,0.016800846351238685,0.007253562258152735,0.011789835443086653,0.016352150808452863,0.007378229997606186,0.024560281455583526,0.01882520186967359,0.0346180924827822,0.07369591591473597,0.05211463530466732,0.04746603448429165,0.10238047937179055,0.08939348353915995,0.09004295095314674,0.05543299658293519,0.11077955786389027,0.12755045316025804,0.12245269149254745,0.1626504897790038,0.14121160773306776,0.09094336719096818,0.08791036623983697,0.08560338830349398,0.09937910717220025,0.1349794181304705,0.16051161758547192,0.18038229880967366,0.15907280463727233,0.12751600048119807,0.10272631023781727,0.13595833069931304,0.11651425484923479,0.11387172665174253,0.16542887673249188,0.13178121655424344,0.09449280690644876,0.11379512723444969,0.14045599033771083,0.07323808706446598,0.1106911327292183,0.1478084490641916,0.11849062401821438,0.10738186472508537,0.10794580782619942,0.13039036369915571,0.11397603554896592,0.14901125646901392,0.15879459422573008,0.12865187191085384,0.14420307302779745,0.1588281218052154,0.11863005215265829,0.10503724422724882,0.14859687951841208,0.14235707275092202,0.13481373363102392,0.10265162916164833,0.20776839994415677,0.15781986923619878,0.12799011570627913,0.14788546994146917,0.1773130871876631,0.18558578977825657,0.11307246681400622,0.14919974906037448,0.1894618638743989,0.1377750963376886,0.09389312362355386,0.16885157071454088,0.1263856003248798,0.13885489469943013,0.1466220825293708,0.14259501473376673,0.13897541010609715,0.08936943045097182,0.13730788806533778,0.08981021894593225,0.07850129502333766,0.11050742315301605,0.12574782450863972,0.07472464077233723,0.04471254592293702,0.08990488031585288,0.05517609234550707,0.10071971177841707,0.06833552115953236,0.0426037744303741,0.05350917115745664,0.021179766403365576,0.035220414057125,0.011179014053352768,0.03709122192317559,0.030764788798997612,0.03216190651159675,0.011438253567522398,0.03114725517314896,0.01980747156125439,0.0074866750008245955,0.016964673761291123,0.01774820380310408,0.006677874914672016,0.005995497463952473,0
7,4270,0.0024704609474544828,0.0002449655991562457,0.0,0.0019046821743939517,0.01277733927736749,0.0006817865509356941,0.005856096043727047,0.0016978153957460755,0.0,0.0,0.0001918553526232018,0.0,0.0,0.0023642404543883946,0.0,0.0,0.0,0.0,0.00198052974914199,0.0015059600431228733,0.0,0.0002449655991562457,0.0,0.0,0.0,0.0,0.00198052974914199,0.0,0.0015059600431228733,0.001750925642279119,0.0,0.004350136000604173,0.0001918553526232018,0.0,0.0,0.0032037754388689493,0.000436820951779448,0.0018896707483692778,0.0,0.004709735481991824,0.0015059600431228733,0.0034106422175168255,0.008518412343804732,0.005636137565815063,0.01452826491964661,0.011800096740040476,0.018336255372790756,0.014322294038384241,0.022259566116835064,0.020765663151550533,0.03154904355980564,0.020951385700088396,0.01942049805575782,0.038885356626483306,0.048320862845866674,0.043565683626954836,0.06839149854081063,0.06832041908999087,0.041866617717475636,0.06445669104911887,0.04867447303253887,0.04536220730757457,0.05703856851403787,0.05231100363010585,0.051599530569520866,0.06179844617050777,0.0774635192668439,0.07588343561088545,0.05896248969085536,0.06736227439748699,0.08228029802284141,0.035857102562340044,0.06607969642336058,0.05338060054512004,0.062215487074076495,0.05098408768889228,0.05483429679596437,0.05654450375843717,0.042748579766294655,0.041756405322979515,0.04461206526262399,0.05739417609399549,0.04829476401526058,0.026844228649651015,0.04609212414062881,0.068193525003098,0.04517388598558241,0.042780962723460526,0.05446697434420433,0.02128075572539966,0.0682594573610474,0.05610122827916823,0.046873962734076485,0.04081454953413572,0.075978193269183,0.053253317242620425,0.05428209065224413,0.06782193813024225,0.060771256145244555,0.0753342486221357,0.06239653023420931,0.05289288969670582,0.0655436128681812,0.05539045299935121,0.07512543860632055,0.056203829937979344,0.0736176384036019,0.08834889629878957,0.08371604409127782,0.10808757591332399,0.08342865034947687,0.036000734388939505,0.05500685009863509,0.0710042084806818,0.05307248985487311,0.059205149293885005,0.0723714524837128,0.04107804128482209,0.0522830053304012,0.06932278734514315,0.05035031625356981,0.02982505741109375,0.022822740607977964,0.03768612999501613,0.025835146054456998,0.03698333007777791,0.027971761521320384,0.04219608845734632,0.0216252561652426,0.023881196517126814,0.01258583399101299,0.01875263970889445,0.006691639126777574,0.01845384545672019,0.010599938444797211,0.013745623625590392,0.011285366830894233,0.0071665588990653915,0.0068443718295173464,0.009910425991671195,0.0026623163000776846,0.000734896797468738,0.002149647773550198,0.001750925642279119,0
8,4271,0.0035150272175530984,0.0,0.0,0.0027356242023890546,0.009704161891325582,0.0,0.00472826967611252,0.0015683818803398268,0.0,0.0,0.0,0.0,0.0,0.0035150272175530984,0.0,0.0,0.0,0.0,0.0035150272175530984,0.0015683818803398268,0.0,0.0,0.0,0.0,0.0007165662800404886,0.0,0.0035150272175530984,0.0007165662800404886,0.0015683818803398268,0.0015683818803398268,0.0,0.002443321515732203,0.0,0.0,0.0,0.003136763760679654,0.0,0.0015683818803398268,0.0,0.004705145641019481,0.0030015144404208047,0.005020572362769371,0.0068101643335846404,0.007819033300281981,0.012705676331746388,0.011767899961230455,0.02193471815701631,0.01904072059927537,0.026301560974868743,0.02984796808857273,0.03596469017720993,0.021885181673298164,0.02497619323114351,0.04883443269028005,0.062350891933341375,0.04223135769036695,0.05981334141812682,0.07198138474627157,0.0399992696746991,0.05550472693291198,0.04638517041490011,0.04022047976517455,0.05187103906003752,0.05294910806223977,0.0451713553846181,0.05819435099879085,0.07166588216061999,0.061013283625280815,0.04355292516879683,0.050511887007721606,0.07153334868217058,0.039867308767972315,0.05367978273087627,0.04632365366873044,0.06309253830484517,0.06019136930953227,0.05712833812294182,0.0628161882157094,0.032181556363371014,0.041544775453621785,0.04528076482797444,0.05567836896424746,0.03955016155532014,0.02536189204367632,0.03467441436282136,0.051648992479752055,0.04624149316380922,0.036565235779836815,0.06487949029775267,0.01833373016924662,0.06207055714092814,0.052929444510452985,0.044704663249394476,0.042310630283704534,0.05563428342719899,0.0425562843982269,0.04973941986466153,0.0667166503277079,0.06259629811418786,0.07572119364897034,0.058324991916563755,0.05538499422231263,0.044181810187718426,0.060951607177544866,0.07423852460517122,0.052993960279570276,0.0706064046549265,0.08755678668148618,0.08331536940020497,0.09454737996644136,0.08026456640974187,0.03605040301375064,0.05649897565925003,0.07328272846939994,0.05498500258320169,0.0639168694012414,0.07117600527034403,0.04103126267648949,0.046350750038893024,0.06269315472337007,0.06058878446642921,0.03331831515856953,0.027198056722724396,0.0444953223100066,0.018300457712419234,0.038277370775169225,0.041037203436137225,0.036574811629848554,0.018980599705961266,0.02204355502865005,0.006590274232063083,0.0174933222596762,0.006612078278202235,0.021533578598725706,0.009095112493964955,0.008924758876161537,0.012096626934385762,0.0032951371160315416,0.006273527521359308,0.00948295180085014,0.005664726057674565,0.0007165662800404886,0.0027356242023890546,0.0015683818803398268,0
9,4272,0.0018707373234859773,0.0,0.0,0.0,0.0018140080853494048,0.0,0.008934490037455344,0.0016251111184763997,0.0,0.0,0.0,0.0,5.67292381365724e-05,0.0018140080853494048,0.0,0.0,0.0,0.0,0.0018140080853494048,0.0015683818803398268,0.0,0.0,0.0,0.0,0.0036830540785577604,0.0,0.0018140080853494048,0.0036830540785577604,0.0015683818803398268,0.0015683818803398268,0.00021288858692702862,0.0036830540785577604,0.0,0.0,0.0,0.003193492998816227,5.67292381365724e-05,0.0016251111184763997,0.0,0.004705145641019481,0.008934490037455344,0.005251435958897588,0.0035525776800989493,0.003439119203825805,0.010805227360941324,0.010559601155931745,0.017324381087310214,0.019162380792713637,0.017250633926987974,0.02491740619697202,0.028846086480539365,0.026152386346360766,0.02025665275874747,0.03359731565463139,0.051955856809283614,0.029896200232607577,0.025004767802745603,0.04181129468195212,0.038443583399173704,0.044037086117168354,0.03484294150908416,0.035176343240035234,0.03735269409369511,0.04997088611870543,0.03680379359778648,0.03495111761776657,0.041848666758628174,0.025393207441555637,0.018384492635445216,0.022201405773017026,0.03985278183252463,0.027848255068593,0.03159129647231509,0.03319912113814449,0.027150486288768472,0.043522850966743534,0.03240530490822131,0.049611278101952996,0.0320168051157078,0.035779362796049916,0.03427265957115204,0.035795966798067666,0.03983851947807606,0.0298688259519983,0.02684318142831695,0.025054856293299194,0.03894740683336382,0.020803211607086928,0.032874465405221924,0.014015657312060673,0.04699660749568739,0.02919141132666416,0.0430320124768923,0.031190933718331332,0.04320748255889274,0.028909789416544294,0.027226176759771153,0.03605067195139114,0.04942238113507999,0.06275471195310331,0.05012313947147094,0.0426763104561648,0.033889566719756764,0.04398560470499049,0.06376277514994576,0.06297993757537199,0.053576287040916,0.050571691008972776,0.04757732676192566,0.06636961619764141,0.04624759738872705,0.03143655992334091,0.04130041658001111,0.03819808176769162,0.036510103182786316,0.04165950126129384,0.07781359028924638,0.04284311551001929,0.04566362003546103,0.04591250432749835,0.03748486182243155,0.014742572672654644,0.027820198337354482,0.017497951462275174,0.020274587120391707,0.017782895879246818,0.038184053402072364,0.018573389602318222,0.013422031663071746,0.024371115879093918,0.0036759994108068574,0.03476117722961317,0.011318780060736887,0.014130888088493986,0.008690555162723391,0.00026961782506360103,0.017568315962042166,0.001625111118476399,0.006443715235769026,0.005251435958897588,0.012863170321022686,0.0036830540785577604,0.0,0.0015683818803398268,1
