,cellid,smsout0,smsout1,smsout2,smsout3,smsout4,smsout5,smsout6,smsout7,smsout8,smsout9,smsout10,smsout11,smsout12,smsout13,smsout14,smsout15,smsout16,smsout17,smsout18,smsout19,smsout20,smsout21,smsout22,smsout23,h/w
0,4263,0.01667956638219742,0.005829634581221839,0.006876698115998793,0.00306749102388289,0.004350499831449426,0.003841010039312146,0.004395572806612808,0.025965958227057925,0.05508925849877309,0.0540203456693029,0.05560159551647723,0.05430435607431171,0.08825754572781343,0.048890583560038815,0.059335178193837386,0.047587936277109465,0.05525369363156728,0.038086923939424346,0.05201826605270122,0.056796910936829106,0.04862823207714246,0.04103241292294618,0.03944825102595254,0.028421798603506354,1
1,4264,0.01155908277852191,0.0069478793001324325,0.007656419018876618,0.0046311712576318515,0.0057079497910182695,0.0052824362042014645,0.006957173884347521,0.02270424280322161,0.03932254748667244,0.04617174609004301,0.05246132673743854,0.04637721144369783,0.10540422160573085,0.04582176035291986,0.03950007341004875,0.03436988385343053,0.04399699550295371,0.035486298758572496,0.042816728580797866,0.03606837268177877,0.04114481378310597,0.03353879933452964,0.028152856684055993,0.018483301326861344,1
2,4265,0.014106640876018811,0.007394804415823775,0.006199048950423607,0.005749941074004135,0.006192244233542915,0.006951957936599985,0.00783996661411789,0.01574469950095776,0.029342378551227077,0.024813488479147466,0.03396226614030995,0.021859684136645036,0.03378390096625853,0.022144157735129878,0.025396066087853435,0.028595580030633283,0.017393116132830844,0.029371892159845283,0.032113186281537455,0.018260016408408564,0.024932663017657283,0.024254305522194302,0.014977102932932789,0.013580273401743701,1
3,4266,0.009736962785121555,0.006399455844256261,0.0033662826471034736,0.0015696655339311543,0.0016910754596490703,0.00463300679546539,0.00510585613771661,0.020382135835060274,0.02979877639494286,0.040001497785981076,0.0355613417404975,0.02976988088205708,0.038070474193537436,0.028562733992897174,0.032312897861335024,0.03146147340489933,0.042063947499025534,0.039158186441860886,0.043230185231712466,0.02544462836031064,0.03965843497496768,0.0412644294588114,0.030180913051483932,0.025021916867685394,1
4,4267,0.00811963652939079,0.006650849105988039,0.0025939110150423926,0.0,0.0,0.0040690737498463156,0.004439123694327619,0.024266505852467094,0.02943045631773012,0.04881168965866864,0.03884941388824747,0.035272308069196526,0.04308976546046206,0.0334376105090705,0.03605295778963299,0.03481537731405019,0.054943009995628546,0.04460564263648896,0.04942745341157555,0.029634930503106744,0.04829853315402785,0.051461520021366905,0.03828613034215142,0.03141976674980156,0
5,4268,0.021909025795299377,0.004137068812761356,0.000505414047018904,3.170829060320344e-05,0.0,0.0013527369128272823,0.0026745400665020807,0.02099633673550403,0.020963029608951855,0.03809231211996154,0.03124117294825394,0.0426415496027174,0.030776974837058543,0.0383555534799279,0.02711202171635499,0.027715160960200654,0.0332289365867362,0.03435612623999381,0.03551795458794501,0.02272866217570287,0.030520561330536464,0.031246592208336116,0.018933768626628458,0.01132736691558517,1
6,4269,0.021689794589521263,0.0029555588651177713,1.8759791284876182e-05,9.379895642438091e-06,2.953401982015236e-05,0.00015945822592144775,0.0018025389628814124,0.01645111220326459,0.014492072610744713,0.028489987171729174,0.024134742876448033,0.0369821663817112,0.021878124332258646,0.03306992997378332,0.019079261771984907,0.020013006257223586,0.02251492494026011,0.02528689647734087,0.026112230457779138,0.01682392572359453,0.021374557662914868,0.0200004098519367,0.010849738552493129,0.005657410380493706,0
7,4270,0.0020472925573819622,0.0009831415655090613,0.0,0.0,0.0005599561522602621,0.0,0.0008767643746826725,0.003793661714772533,0.009136301148220054,0.009161588847357462,0.006720374334583243,0.09404966272642995,0.1311722058358964,0.005337304457174159,0.005514284024091543,0.006937419933521736,0.005961248418182944,0.007937433160262799,0.00732682154440258,0.009869301132939781,0.007087027527145395,0.006259825322979101,0.0068918298390654945,0.008057854117536085,0
8,4271,0.001166332515926053,0.0012600981510409097,0.0,0.0,0.0005831662579630266,0.0,0.0010188265808291391,0.0035927631828930164,0.010000734538061678,0.009417568280098652,0.008143755164208484,0.009724545280803541,0.010678767826280564,0.005382287291914895,0.006930539830725003,0.008003106711536201,0.007607471723802887,0.009551359250346309,0.007956223893978771,0.013954845296564867,0.008398689224457776,0.006937397313149633,0.007091760730671175,0.009993877055637049,0
9,4272,0.0011944571097603305,0.0008454730798055834,0.0,0.0,0.0005831662579630266,0.0,0.0008150296194407607,0.0032554807447019527,0.008883419996609949,0.00822291110560266,0.005703484069044459,0.07740813291465064,0.1088094041788015,0.004096331531367633,0.004702835552369979,0.0062814324343779026,0.005119827640301063,0.006956509233003889,0.006557876102004533,0.009174554212229185,0.006164601696440448,0.005560036622640969,0.006712291401728696,0.007940106437874073,1
10,4273,0.0007668762737350026,0.00018548199876227222,0.00018051918341333828,0.0009025959170666915,0.0019482885995178508,0.0011733746921866986,0.0008950845930726687,0.003072602112230188,0.004937874040152906,0.00401445728185177,0.0019677177015830155,0.017004211590831333,0.023544664035526127,0.0018312845590121017,0.0018763013404005382,0.0025617910339224867,0.00239621145913165,0.00241541453226702,0.0031056798515008035,0.003049343884130724,0.0029443758601073087,0.00286384042056456,0.0027588606315545505,0.002455860605967406,0
11,4274,0.0004703083776283924,3.4962170099124105e-05,0.00031108460895901575,0.001432714152400172,0.002716344363078462,0.0018605908892929356,0.0010462579483641594,0.002831805756363032,0.0027831721779386525,0.0020670454130234557,0.001118204504320164,0.0018829993012024501,0.0017570784542000845,0.0007507693082440209,0.0014658039895536499,0.000784720370464267,0.0014104300567726914,0.0009899418147897418,0.0010271137186300798,0.0017487592445075044,0.002519078516714751,0.0020521230894932933,0.0002748982464674795,0.00032714120036767024,0
12,4275,0.0017744313254682096,0.00028851489015436235,0.00041072237034646674,0.0009115932193040959,0.001768097095111773,0.001124922818631035,0.001009447870991811,0.00407374996963938,0.006799865167168939,0.0051799395377715406,0.004448816208624119,0.005451840249003387,0.005362032332470667,0.00531301640486855,0.00466679893670641,0.00498894211773298,0.00550364852357771,0.005361636277403034,0.006959655612032849,0.006603058063093941,0.004443835001688478,0.003106262292580544,0.0014178562281898252,0.0030641171020344537,0
13,4276,0.006003554728625823,0.0011137568006826678,0.0007537058969164424,0.0007836277325212491,0.002196076195666785,0.0018548796376792389,0.0019291790973561495,0.006255022427442407,0.010876216384085174,0.009605763438342633,0.017473734842448987,0.010657952194022886,0.009893214415647859,0.012418404540971139,0.012545716724344045,0.015422702834195336,0.01915277206217495,0.01042155802336934,0.027441579329566406,0.014279547944376546,0.01124614263781508,0.020723999171401733,0.018444911511475776,0.01203146192393765,1
14,4277,0.006278423553043932,0.0012122942513110614,0.0008428889897252452,0.0010114667876702944,0.0025931663005671715,0.0022721355375249328,0.002223761038981356,0.006101050391717484,0.01002671424299719,0.009539212904476058,0.02069549001207886,0.010211416873790097,0.009608934482867796,0.012571506045020787,0.013358691066735994,0.016732354248103133,0.021819830629684164,0.009860243667518295,0.02991660394134256,0.013776470826865391,0.012365456334379712,0.02442325818754767,0.02245602858021712,0.012572971938935727,1
15,4278,0.006057334216420278,0.0011918954166283112,0.0008568876202641262,0.000989372882983757,0.0024914859653158445,0.002183563040508605,0.0021555104296587073,0.0061416093810246365,0.009975766129506953,0.009419283392029269,0.020335306153679195,0.01028282768688053,0.009576592235573474,0.012348771015536287,0.012997258957793738,0.01642747412687568,0.021460828485292044,0.009786676694188104,0.0292663713033394,0.013697471183568177,0.012141414022582207,0.023592644461879697,0.021878614420202846,0.01227258999052232,1
16,4279,0.004256244614251993,0.001953130035640412,0.0009716261321279954,0.0009251852856178157,0.001271427104284865,0.0009145619251507574,0.0012416118310357494,0.008168592399868335,0.014450775083275174,0.011753037198069367,0.01947880519435811,0.016447366352178878,0.01727827027430832,0.017109849571362523,0.014319142064634086,0.018789922116293267,0.022954620270764087,0.016226901204213745,0.026035355927883704,0.017086327385495276,0.0144862810139718,0.01768644104851177,0.02141493983984432,0.017846460782921764,1
17,4280,0.004371878193787562,0.003411726260983265,0.0009602326006448162,0.00044858507243187765,0.00011709353803682176,0.0003867644470296017,0.0007290365211616494,0.00870612206653914,0.016139064551301614,0.007122932200077743,0.011113375884570651,0.015595140225668394,0.01748309111485138,0.017293194102433487,0.013008868929168886,0.015274426284821395,0.014501541322467917,0.018466435232393934,0.028883523633145856,0.020020624668976406,0.017706376444564725,0.02209160389759878,0.021498396958559648,0.018647755261308588,1
18,4281,0.0037960286232863304,0.0027957603637753306,0.0008210023534072808,0.0002748857661468638,9.817097490120202e-05,0.0008268603821887517,0.0009695520303574943,0.008075852111921104,0.014633448049104379,0.02104310555984802,0.012147023648235425,0.014465906700524563,0.01688721438593716,0.015394458452580043,0.013845129546442257,0.014921603752829703,0.01615836918591391,0.0182756607957829,0.028130856240942536,0.021070903475506338,0.01918270309755764,0.017442396332529392,0.017808467562234715,0.014127181294945808,1
