hour,cellid,smsin,smsout,callin,callout,internet,h/w
109,4273,0.012804043004036985,0.0065172444385879205,0.030277683601361988,0.023821403039668926,0.04507683063111044,1
,4274,0.009307808942579526,0.006605971858350721,0.022448022928170445,0.019114947492922408,0.05130034048363337,0
,4275,0.013255340430825416,0.008985520433079333,0.028493270782827863,0.027711845539040398,0.057080780496684067,0
,4276,0.017729567256283107,0.01565824891472414,0.03312989503914288,0.03388498785231984,0.04170771971455557,1
,4277,0.01982875368002867,0.01718524474930003,0.035578064201716976,0.035913440821079126,0.04420800436829819,1
,4278,0.019525445949171515,0.016601694975470364,0.0350409008926062,0.035453104944919565,0.043244305920573683,1
,4279,0.020190175040925004,0.012332513143470803,0.04179162954326262,0.0378509537375048,0.04346981318409836,1
,4280,0.019611065698734942,0.009937898636059563,0.043749595881844065,0.03515007384095111,0.04044758909158971,1
,4281,0.020106290573141183,0.009866296382236768,0.04052638041120092,0.03453312501148183,0.04016838258156828,1
,4282,0.01617575199294153,0.007840773616799817,0.03228137337308007,0.032674845998663306,0.03326913447918546,0
,4373,0.007173986148800694,0.012459755453612078,0.020116677551242745,0.015153835303889062,0.03981669553530324,0
,4374,0.004184419228945628,0.002374579015793324,0.013260163022426599,0.009839935053763542,0.036110058512976856,0
,4375,0.005056685457258718,0.002670037807422362,0.01429302476416056,0.011016257994736402,0.03706691501856013,0
,4376,0.015099515383447561,0.012171504016957272,0.032435670664113535,0.02951048224947813,0.044942343453226605,0
,4377,0.018117455082967807,0.014306109686862595,0.036857645276491144,0.03514697104755435,0.047998230308126576,0
,4378,0.024231695580504527,0.01909707414179797,0.05212651584000254,0.052903968746498414,0.07445716515013619,0
,4379,0.029760638345818283,0.01850233287625362,0.056366527777439,0.05775755444827977,0.07380483440747689,1
,4380,0.024015379026728702,0.013991855739422606,0.04441111517910411,0.042874220310130315,0.05037284480956245,0
,4381,0.018352622005590763,0.009686980897157626,0.035308179687947534,0.03484058691774854,0.03360240922861378,1
,4382,0.015933075784415766,0.00822646491498129,0.028510545961433376,0.03290772996879999,0.026573558655352013,0
,4473,0.008131753961894377,0.05941724681148986,0.018442781335552175,0.016379662707163206,0.03439414104533763,1
,4474,0.0026326543549609347,0.00120827386694532,0.008535926616155402,0.011597942850735884,0.017718189738464236,0
,4475,0.0033729592178222117,0.0016668098848803472,0.010299712188135569,0.012527116624988252,0.018932675881494037,0
,4476,0.010594048357584842,0.005711737594671173,0.02559435430051368,0.02077023872322156,0.039134077994099715,0
,4477,0.01537796711513452,0.008515550782627432,0.03555635160903897,0.03143246317019668,0.04919519429520289,0
,4478,0.03416297871957485,0.020881777095277654,0.07796242488663183,0.08530173617428889,0.13602391454470494,0
,4479,0.0381810659517179,0.023719489506201497,0.08276453878764227,0.09222610176287262,0.14184709319201633,0
,4480,0.024442939622210114,0.015084049365131549,0.04089402243591131,0.0430668253598412,0.05326955149068751,0
,4481,0.01679114253360831,0.011089195656136752,0.031085959443573768,0.02978881187475819,0.042581654131117065,0
,4482,0.015373539404144465,0.009256064207246945,0.02737956359718112,0.028618789956942475,0.03483061166507909,0
,4573,0.003184972116321893,0.004635531719847164,0.007535956220164984,0.02190128959479349,0.005594550544800948,1
,4574,0.0012945249268440154,0.00023026222810107594,0.0044967698387508755,0.013058568527406837,0.0022153338988775448,0
,4575,0.003185357292817958,0.0005460661721219163,0.0047632597258355745,0.012541089638737745,0.0030667668800811064,0
,4576,0.006859869667238855,0.0023414623426234625,0.011272991687037501,0.013863659338780995,0.015808907042502176,1
,4577,0.013070291204624418,0.005931388946084422,0.022703095648697148,0.022287043178187967,0.03821457709501233,0
,4578,0.021542790698061108,0.011126566663642899,0.039252836923330925,0.044563281840416656,0.0681492379259542,0
,4579,0.025914142640897028,0.014684842777646622,0.05733960548176681,0.06258687937051272,0.09186458661265182,0
,4580,0.013552768920806561,0.006756554520472656,0.027299290784457936,0.027799205931282475,0.029597400618247803,0
,4581,0.014955735663691681,0.009167345334922554,0.026637517984474016,0.02592934334262031,0.038361917586307845,0
,4582,0.01601928456239389,0.007621188612775184,0.028318245215962327,0.028938787643863817,0.04414030749818637,0
,4673,0.008572061487358309,0.0037785696807102493,0.009565537568761375,0.014940310429702217,0.012023648112847219,0
,4674,0.0048411310325749985,0.0016191183479509815,0.0062082791231947215,0.0128487715443885,0.006036636233905705,0
,4675,0.004789775672678843,0.0008134511899255492,0.004991196623405652,0.011470922158403679,0.0037936780192333354,0
,4676,0.005598846739197375,0.001263197838977932,0.006168996357075296,0.012323907206271675,0.006469559339498677,1
,4677,0.015346317010639491,0.006657052683618967,0.0222321189924866,0.02597285196993134,0.03792567235161969,1
,4678,0.022653684848380335,0.011847038936945126,0.041749213318186054,0.033652340372369006,0.07120129213976203,1
,4679,0.026559078103287736,0.013959687856336158,0.054970185994580395,0.041536503955963935,0.08122195312020765,1
,4680,0.012603180429270243,0.005078478000062338,0.02576816812526605,0.02661976001270186,0.023302379941724086,0
,4681,0.014643565344837295,0.003966304511700231,0.026988127410385587,0.029429415232424906,0.03943191714215169,0
,4682,0.016889920152274338,0.0037259543366782483,0.030016416073939466,0.03337142999831748,0.049872992230641726,0
,4773,0.00953212990617398,0.004308067330894855,0.0104794064448194,0.014633849946121798,0.01413432508057625,0
,4774,0.008562391813572951,0.0034243223601615968,0.00861777408025218,0.013766853070110049,0.010930334177799142,0
,4775,0.0074972010160529266,0.002156799406803136,0.0073941801693660466,0.017390142910395603,0.0064695772314392755,0
,4776,0.01989885435849073,0.00899371772289054,0.030275947975478973,0.03638913451411231,0.05622797736107847,0
,4777,0.03519086337920991,0.0207621999207121,0.06810417425789221,0.06890629614760858,0.12626832966702742,1
,4778,0.02979415973005304,0.020232857727799487,0.061590319524740665,0.0557952511565789,0.10395379150195173,1
,4779,0.021907099401928542,0.01439621317173858,0.0481219008613782,0.0409035321324769,0.07604677899081433,1
,4780,0.012842554779255246,0.00617075963909235,0.027901406108978507,0.02839664063013021,0.03245391922015444,1
,4781,0.014960425583459579,0.004531932783355088,0.027867023815106962,0.03094238503568515,0.04733427326082626,1
,4782,0.013269538442881819,0.005175290470566342,0.026619686695554732,0.028481158365386235,0.05069241743140557,1
,4873,0.027601121625287786,0.012544695532477359,0.05058313662609379,0.06071271429182731,0.0630586052162406,0
,4874,0.2322529083151948,0.19822383061978555,0.2894315556420786,0.24817658607379406,0.5456896273027707,0
,4875,0.028877850495582173,0.020277743833713106,0.033997212117106074,0.07663809111129308,0.04985950001044698,0
,4876,0.023906046421100897,0.013261744586400278,0.03469157761236882,0.06756577536676481,0.05648403792141343,1
,4877,0.037760965750830745,0.023341648072229305,0.07221915614144667,0.0746428970717685,0.13136115644760185,1
,4878,0.022967921037539526,0.016938924047224163,0.04937440397138984,0.051830047026017664,0.08140033992379475,1
,4879,0.01726101209919383,0.014326178276578113,0.04004041608736965,0.040491848941902296,0.06257528147014574,1
,4880,0.013418370365836811,0.008978743445317397,0.03275303146349937,0.03145483549636661,0.05328204945389828,1
,4881,0.010134322466395099,0.0066031288934845535,0.023622231785783966,0.02366480147017155,0.050936113582413865,0
,4882,0.009670084050563474,0.006493729149852841,0.023011394885298336,0.022673100970952827,0.05110425430301409,1
,4973,0.06951431819097673,0.032338658138277104,0.12751535145777487,0.15640107775988213,0.1969619047187968,1
,4974,0.01963265556329222,0.008403759119986974,0.04120989109340325,0.062357906318388764,0.04082562333320043,1
,4975,0.014970132481288805,0.008385914686156034,0.020436374428508677,0.06294013367532586,0.019340753618916157,1
,4976,0.01597354686272216,0.009278958078246755,0.020221219939225443,0.06599764759362405,0.022883301104431833,1
,4977,0.0344689155424138,0.0199296307508302,0.059392112090148476,0.06887650898953754,0.11030570866258807,1
,4978,0.01871044054618464,0.0149942712522391,0.04212145178658485,0.04366824826914911,0.06677142897500975,1
,4979,0.01733160870978457,0.014461234711600027,0.04018063468946411,0.04058524332461828,0.06276793179905112,1
,4980,0.012659453013085391,0.00816317873331535,0.028758554002754032,0.027070833649938012,0.04502472299931611,1
,4981,0.007971634531977504,0.0037929428774932613,0.015910957370069752,0.015660411715196557,0.031395418609146124,1
,4982,0.006295049375819135,0.003461067689076079,0.013102319255642064,0.010993645533495784,0.018894126982250434,1
,5073,0.09339472610304188,0.08319303096351584,0.16308795929320194,0.17434106553308687,0.2805807687281265,1
,5074,0.032646787820210424,0.018742581483807846,0.0479550240471388,0.0772914617892149,0.07632455883879512,1
,5075,0.008836333042028499,0.004704402499948621,0.01813841814867363,0.028616983318068896,0.01694946229549597,1
,5076,0.008674548600446386,0.004968509134668982,0.017812020920839475,0.02810359534995911,0.016347335567010006,1
,5077,0.014411565931181558,0.008718258026419047,0.0286965189327681,0.03653529886138214,0.04274763789347534,0
,5078,0.015351392325119808,0.011263048518678915,0.03354184752052306,0.031002402338933997,0.055729183359130297,0
,5079,0.015837260856435605,0.01140524125707722,0.0331848114419071,0.03170382149563618,0.05337896696262783,1
,5080,0.01521382218508656,0.009130898019165369,0.028175802425792717,0.025921794537010705,0.049091405436647334,1
,5081,0.008202289545091833,0.0037662956909262236,0.01610793954321504,0.015523608732322133,0.031471895286664595,0
,5082,0.00638305466405407,0.0029624813501529616,0.012298216276837986,0.011049736077419285,0.01927132886385427,0
,5173,0.07926320990259735,0.10951870301689096,0.12018538076868915,0.1543070903084409,0.17864425582814597,1
,5174,0.05948869641393213,0.055782496421381715,0.0716567880831829,0.1197610911150904,0.12347669090189857,1
,5175,0.027573086753046917,0.018569746107759338,0.03501543323279619,0.06247285755511463,0.06446549807630923,1
,5176,0.008473486978190227,0.00451651771415141,0.01794000933785833,0.027728078708399335,0.017075269763464143,0
,5177,0.009988331682207346,0.00519710498272058,0.019703429480721135,0.026325823558747817,0.03389640769951503,0
,5178,0.012957245494542477,0.008360578280078816,0.029725422044012,0.02632700043830866,0.04549479558164916,0
,5179,0.013945527509575228,0.008325612790275284,0.030363041044098107,0.024692667571149574,0.05456334608646233,1
,5180,0.012482333291964857,0.006674794019207762,0.02616624551091914,0.023374454978666314,0.05626308695292452,1
,5181,0.0112874064245698,0.005946121647901042,0.02329164307199572,0.020724861293777406,0.0513060486390514,1
,5182,0.005396678294769137,0.0024336292991792748,0.010066537581312722,0.008690658518663906,0.014369077803172517,1
